Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
313,313,313,313,313,313,GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,no,no,no,yes,no,no,4,4,3,1,1,3,2,13,13,high
314,314,314,314,314,314,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,16,17,high
315,315,315,315,315,315,GP,F,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,2,1,8,14,14,high
316,316,316,316,316,316,GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,1,6,15,16,high
317,317,317,317,317,317,GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,high
318,318,318,318,318,318,GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15,12,9,high
319,319,319,319,319,319,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,6,11,12,high
320,320,320,320,320,320,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,2,14,12,high
321,321,321,321,321,321,GP,F,17,U,GT3,T,2,2,other,services,reputation,father,3,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,1,8,13,15,high
322,322,322,322,322,322,GP,F,19,R,GT3,T,3,2,services,services,reputation,father,1,2,1,yes,yes,no,no,yes,no,yes,no,3,3,3,3,3,3,0,9,8,high
323,323,323,323,323,323,GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,10,10,high
324,324,324,324,324,324,GP,M,18,U,GT3,T,1,2,at_home,other,home,other,2,1,0,no,no,no,no,no,no,yes,no,3,4,4,2,4,4,10,10,10,high
325,325,325,325,325,325,GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,16,11,11,high
326,326,326,326,326,326,GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,16,13,13,high
327,327,327,327,327,327,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,17,17,high
328,328,328,328,328,328,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,12,13,high
329,329,329,329,329,329,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,12,12,12,high
330,330,330,330,330,330,GP,F,18,U,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10,12,13,high
331,331,331,331,331,331,GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0,12,12,high
332,332,332,332,332,332,GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,2,0,18,18,high
333,333,333,333,333,333,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,13,13,high
334,334,334,334,334,334,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0,14,15,high
335,335,335,335,335,335,GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,17,17,high
336,336,336,336,336,336,GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,2,15,16,high
337,337,337,337,337,337,GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,3,0,17,18,high
338,338,338,338,338,338,GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no,yes,no,no,yes,yes,no,no,3,1,2,1,1,3,0,18,19,high
339,339,339,339,339,339,GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,0,14,15,high
340,340,340,340,340,340,GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,5,0,14,15,high
341,341,341,341,341,341,GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,no,yes,no,yes,yes,yes,yes,no,2,3,4,2,3,2,2,14,13,high
342,342,342,342,342,342,GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,5,1,2,2,0,13,14,high
343,343,343,343,343,343,GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,17,high
344,344,344,344,344,344,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,2,4,2,2,2,1,0,18,18,high
345,345,345,345,345,345,GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,0,14,15,high
346,346,346,346,346,346,GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,4,1,1,2,2,5,0,12,13,high
347,347,347,347,347,347,GP,F,17,R,GT3,T,4,4,services,services,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,0,7,7,low
348,348,348,348,348,348,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,16,high
349,349,349,349,349,349,GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no,yes,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,18,18,high
350,350,350,350,350,350,GP,M,19,R,LE3,T,2,1,at_home,services,course,mother,2,3,1,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,0,9,10,high
351,351,351,351,351,351,GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,1,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,14,15,high
352,352,352,352,352,352,GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,0,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,10,10,high
353,353,353,353,353,353,GP,F,18,U,GT3,T,1,4,other,teacher,home,mother,1,2,0,yes,yes,no,no,no,yes,no,yes,3,4,4,1,2,5,2,10,10,high
354,354,354,354,354,354,GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,1,2,12,12,high
355,355,355,355,355,355,GP,F,17,U,GT3,T,2,3,other,other,course,father,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,1,1,1,3,2,11,12,high
356,356,356,356,356,356,GP,F,17,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,4,4,1,1,5,2,15,16,high
357,357,357,357,357,357,GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2,14,15,high
358,358,358,358,358,358,GP,F,18,U,LE3,T,4,3,health,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,3,2,4,1,4,1,8,12,12,high
359,359,359,359,359,359,GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,no,yes,no,yes,yes,no,4,3,4,2,5,5,2,15,15,high
360,360,360,360,360,360,GP,F,18,U,GT3,T,3,3,at_home,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,1,3,8,11,12,high
361,361,361,361,361,361,GP,M,19,U,GT3,T,4,2,health,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,9,11,10,high
362,362,362,362,362,362,GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,0,12,11,high
363,363,363,363,363,363,GP,F,18,U,GT3,T,3,4,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,4,11,12,high
364,364,364,364,364,364,GP,F,17,U,GT3,T,4,4,health,health,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2,14,15,high
365,365,365,365,365,365,GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14,15,14,high
366,366,366,366,366,366,GP,F,17,U,LE3,A,3,3,services,other,home,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,1,1,5,0,12,12,high
367,367,367,367,367,367,GP,F,17,U,LE3,T,2,1,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,11,12,high
368,368,368,368,368,368,GP,M,18,U,LE3,T,4,4,other,other,reputation,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,5,3,4,5,2,8,9,high
369,369,369,369,369,369,GP,F,19,U,GT3,T,1,1,other,other,course,other,3,3,0,no,no,no,yes,yes,no,no,yes,2,5,5,3,3,5,12,10,10,high
370,370,370,370,370,370,GP,F,19,U,LE3,A,1,1,other,other,course,other,3,2,1,no,yes,no,no,no,yes,yes,yes,5,3,4,1,1,4,2,8,8,low
371,371,371,371,371,371,GP,F,18,U,GT3,T,2,2,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,2,4,5,2,10,10,high
372,372,372,372,372,372,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,4,14,13,high
373,373,373,373,373,373,GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,2,2,3,0,11,11,high
374,374,374,374,374,374,GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,0,17,18,high
375,375,375,375,375,375,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,14,14,high
376,376,376,376,376,376,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,2,2,0,14,14,high
377,377,377,377,377,377,GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0,13,14,high
378,378,378,378,378,378,GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,17,18,high
379,379,379,379,379,379,GP,M,17,R,GT3,T,2,2,services,other,course,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,3,5,4,2,11,10,high
380,380,380,380,380,380,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,4,0,13,12,high
381,381,381,381,381,381,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,4,3,3,1,2,4,4,15,14,high
382,382,382,382,382,382,GP,F,17,U,GT3,T,3,3,at_home,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,2,5,5,2,11,12,high
383,383,383,383,383,383,GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0,11,11,high
384,384,384,384,384,384,GP,M,19,R,GT3,T,3,2,at_home,services,home,other,1,1,0,no,yes,no,no,no,yes,no,yes,5,3,4,2,2,5,0,11,10,high
385,385,385,385,385,385,GP,F,18,U,GT3,T,2,2,at_home,other,course,mother,3,2,0,no,no,no,yes,yes,yes,no,yes,4,2,5,1,1,2,2,10,9,high
386,386,386,386,386,386,GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,0,15,15,high
387,387,387,387,387,387,GP,M,18,U,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,no,no,no,no,yes,yes,no,5,4,2,1,2,5,6,15,14,high
388,388,388,388,388,388,GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,8,10,11,high
389,389,389,389,389,389,GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,10,9,high
390,390,390,390,390,390,GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,6,14,13,high
391,391,391,391,391,391,GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,8,11,13,high
392,392,392,392,392,392,GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,3,2,0,12,13,high
393,393,393,393,393,393,GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,4,14,14,high
394,394,394,394,394,394,GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,2,0,14,14,high
395,395,395,395,395,395,GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,12,12,high
396,396,396,396,396,396,GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,6,16,16,high
397,397,397,397,397,397,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,16,10,12,high
398,398,398,398,398,398,GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,0,11,12,high
399,399,399,399,399,399,GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,4,14,16,high
400,400,400,400,400,400,GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,4,15,14,high
401,401,401,401,401,401,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,5,4,5,2,3,5,0,14,13,high
402,402,402,402,402,402,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,11,12,high
403,403,403,403,403,403,GP,F,17,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,2,1,10,12,15,high
404,404,404,404,404,404,GP,F,17,U,GT3,T,2,1,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,4,4,4,12,16,high
405,405,405,405,405,405,GP,F,19,U,LE3,A,2,3,at_home,other,home,other,2,1,1,no,no,no,no,yes,no,yes,no,2,2,3,3,4,5,16,10,11,high
406,406,406,406,406,406,GP,F,17,U,GT3,T,3,1,other,at_home,home,mother,1,1,1,no,yes,yes,no,yes,yes,yes,yes,4,1,2,1,1,3,6,10,13,high
407,407,407,407,407,407,GP,F,20,U,LE3,T,4,4,other,other,reputation,other,1,3,1,no,no,yes,yes,yes,yes,yes,no,3,3,2,1,1,5,0,9,12,high
408,408,408,408,408,408,GP,M,18,U,LE3,T,2,2,services,services,reputation,mother,1,2,0,no,yes,no,yes,no,no,yes,no,4,4,4,1,3,3,11,9,11,high
409,409,409,409,409,409,GP,M,18,U,LE3,A,3,4,other,other,reputation,other,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,5,1,4,2,9,13,14,high
410,410,410,410,410,410,GP,F,17,U,GT3,T,2,2,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,4,0,13,17,high
411,411,411,411,411,411,GP,M,17,U,LE3,A,4,4,health,other,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,4,2,12,15,high
412,412,412,412,412,412,GP,F,18,U,LE3,T,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,3,0,14,17,high
413,413,413,413,413,413,GP,M,20,R,LE3,T,1,1,at_home,other,course,other,2,2,1,no,yes,no,yes,yes,no,yes,yes,5,3,3,3,2,4,16,9,10,high
414,414,414,414,414,414,GP,F,20,R,GT3,T,1,1,other,other,reputation,other,2,3,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,3,3,8,11,15,high
415,415,415,415,415,415,GP,F,19,U,GT3,T,4,4,teacher,other,home,other,1,1,1,no,yes,no,no,yes,yes,yes,yes,3,2,5,3,4,5,5,9,10,high
416,416,416,416,416,416,GP,M,17,U,LE3,A,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,5,10,16,18,high
417,417,417,417,417,417,GP,F,18,U,GT3,T,3,2,at_home,other,reputation,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,2,5,14,17,high
418,418,418,418,418,418,GP,M,18,R,GT3,T,2,3,other,services,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,3,5,4,13,13,14,high
419,419,419,419,419,419,GP,M,19,U,GT3,T,2,1,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,4,1,4,4,10,7,11,high
420,420,420,420,420,420,GP,F,18,U,LE3,A,2,2,services,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,3,4,10,14,17,high
421,421,421,421,421,421,GP,F,20,U,GT3,T,1,0,other,other,reputation,mother,2,1,1,yes,no,no,no,yes,yes,yes,yes,5,3,1,1,1,5,5,8,10,high
422,422,422,422,422,422,GP,F,18,U,GT3,T,3,2,services,other,home,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,3,1,2,1,2,1,4,10,13,high
423,423,423,423,423,423,MS,F,16,U,GT3,T,1,3,at_home,other,other,father,2,1,0,no,yes,no,no,yes,no,yes,yes,4,3,3,1,3,5,11,10,11,high
424,424,424,424,424,424,MS,F,16,R,GT3,T,2,2,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,5,0,12,12,high
425,425,425,425,425,425,MS,F,15,R,GT3,T,1,1,at_home,services,other,mother,1,1,1,no,yes,no,no,yes,yes,no,yes,4,1,3,1,1,2,6,10,10,high
426,426,426,426,426,426,MS,F,15,R,GT3,T,3,3,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,2,3,5,4,10,10,high
427,427,427,427,427,427,MS,F,16,R,GT3,T,2,3,at_home,services,course,mother,2,2,0,no,no,no,no,yes,yes,no,no,4,5,2,1,2,5,0,16,17,high
428,428,428,428,428,428,MS,F,15,R,LE3,T,2,1,at_home,other,home,mother,2,1,0,no,no,no,no,yes,no,no,no,2,3,4,1,1,1,0,6,8,low
429,429,429,429,429,429,MS,M,16,R,LE3,A,4,4,at_home,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,3,2,5,10,11,high
430,430,430,430,430,430,MS,M,16,U,GT3,A,1,2,other,other,other,mother,1,3,0,yes,no,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,high
431,431,431,431,431,431,MS,F,17,R,GT3,T,3,2,at_home,other,course,father,1,2,1,no,no,no,no,yes,yes,no,yes,4,5,4,1,2,5,0,10,10,high
432,432,432,432,432,432,MS,F,17,R,GT3,T,1,1,other,other,other,father,1,1,1,no,yes,no,no,no,no,yes,no,5,4,4,2,2,5,0,6,6,low
433,433,433,433,433,433,MS,F,15,R,GT3,T,4,4,teacher,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,yes,2,5,1,3,5,5,0,13,14,high
434,434,434,434,434,434,MS,F,16,U,LE3,A,2,2,at_home,other,reputation,mother,2,4,0,no,no,no,yes,no,no,no,yes,2,2,1,1,1,1,4,10,9,high
435,435,435,435,435,435,MS,F,15,R,LE3,T,1,1,at_home,services,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,4,0,10,10,high
436,436,436,436,436,436,MS,F,15,R,LE3,T,1,1,other,services,course,mother,2,1,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,2,4,6,7,low
437,437,437,437,437,437,MS,F,16,R,GT3,T,0,2,other,other,other,mother,2,1,0,no,yes,no,yes,yes,yes,no,no,3,2,3,1,2,2,0,12,11,high
438,438,438,438,438,438,MS,F,17,R,GT3,T,2,3,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,5,5,1,3,3,2,10,11,high
439,439,439,439,439,439,MS,F,15,R,GT3,T,3,3,other,services,course,father,2,1,0,no,no,no,no,no,yes,yes,no,4,1,3,1,1,4,0,14,16,high
440,440,440,440,440,440,MS,M,16,U,GT3,T,1,1,at_home,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,3,5,3,0,7,5,low
441,441,441,441,441,441,MS,M,17,U,GT3,T,1,1,other,other,home,mother,1,2,0,no,no,yes,no,no,yes,yes,no,4,4,3,2,4,5,4,8,9,low
442,442,442,442,442,442,MS,M,15,R,LE3,T,4,1,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,0,12,13,high
443,443,443,443,443,443,MS,M,15,R,LE3,T,4,1,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,7,7,9,low
444,444,444,444,444,444,MS,M,16,R,GT3,T,3,4,other,health,other,mother,3,2,0,no,no,no,no,no,yes,no,no,3,4,5,1,2,5,4,9,10,high
445,445,445,445,445,445,MS,M,15,R,GT3,T,1,1,other,other,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,2,4,4,8,7,9,low
446,446,446,446,446,446,MS,M,15,U,LE3,T,3,3,at_home,at_home,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,0,11,11,high
447,447,447,447,447,447,MS,M,17,R,GT3,T,2,1,other,other,other,mother,3,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,5,3,8,8,10,low
448,448,448,448,448,448,MS,F,16,R,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,6,16,16,high
449,449,449,449,449,449,MS,F,15,R,GT3,T,1,2,other,services,course,mother,2,1,0,no,no,no,no,yes,yes,no,no,5,1,2,1,1,1,3,11,13,high
450,450,450,450,450,450,MS,F,16,R,GT3,T,2,3,other,services,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,5,4,1,2,1,2,15,15,high
451,451,451,451,451,451,MS,M,16,R,GT3,T,1,2,other,other,course,father,2,2,0,no,no,no,no,yes,yes,no,no,4,3,3,1,1,5,0,10,11,high
452,452,452,452,452,452,MS,F,16,R,GT3,T,2,2,other,other,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,4,4,9,10,high
453,453,453,453,453,453,MS,F,16,U,GT3,T,1,2,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,2,3,2,1,2,4,0,10,8,low
454,454,454,454,454,454,MS,F,16,U,GT3,T,1,2,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,2,3,2,1,2,4,3,9,8,low
455,455,455,455,455,455,MS,F,15,U,GT3,T,2,1,at_home,other,home,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,4,4,2,3,3,2,0,9,10,low
456,456,456,456,456,456,MS,F,16,U,GT3,T,1,1,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,no,yes,5,4,3,2,1,2,0,13,14,high
457,457,457,457,457,457,MS,M,17,R,LE3,T,1,2,at_home,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,5,5,3,5,3,4,10,11,high
458,458,458,458,458,458,MS,F,16,R,GT3,T,1,1,other,other,home,father,3,4,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,1,0,13,10,high
459,459,459,459,459,459,MS,F,16,R,GT3,T,1,1,at_home,other,other,father,3,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,1,1,5,2,10,9,high
460,460,460,460,460,460,MS,F,15,R,GT3,T,1,1,at_home,other,home,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,1,11,10,high
461,461,461,461,461,461,MS,F,16,R,GT3,T,1,1,at_home,other,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,3,3,2,0,13,12,high
462,462,462,462,462,462,MS,F,15,R,GT3,T,1,1,at_home,at_home,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,4,2,1,1,2,2,0,13,14,high
463,463,463,463,463,463,MS,F,15,R,LE3,T,2,2,other,other,other,father,1,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,2,2,5,2,14,11,high
464,464,464,464,464,464,MS,M,16,R,GT3,T,1,1,at_home,other,other,father,2,1,0,no,no,no,yes,yes,yes,no,no,3,4,4,3,4,5,6,11,11,high
465,465,465,465,465,465,MS,F,18,U,GT3,T,1,2,other,other,course,father,1,2,1,no,yes,no,yes,yes,yes,yes,yes,3,4,4,2,3,5,9,9,8,low
466,466,466,466,466,466,MS,M,15,U,GT3,T,3,1,other,services,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,3,2,3,1,3,4,0,10,9,high
467,467,467,467,467,467,MS,F,16,R,GT3,T,2,2,other,services,course,father,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,2,1,14,13,high
468,468,468,468,468,468,MS,M,15,U,GT3,T,2,2,health,other,reputation,mother,3,1,0,no,no,no,no,yes,yes,no,no,4,3,3,1,2,4,1,13,12,high
469,469,469,469,469,469,MS,M,16,U,GT3,T,4,4,other,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,no,yes,4,3,1,1,1,3,0,13,12,high
470,470,470,470,470,470,MS,F,15,R,GT3,T,3,3,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,5,4,1,1,1,4,13,12,high
