,parents,has_nurs,form,children,housing,finance,social,health,class
5366,pretentious,less_proper,complete,more,less_conv,convenient,nonprob,not_recom,not_recommend
5367,pretentious,less_proper,complete,more,less_conv,convenient,slightly_prob,recommended,recommend
5368,pretentious,less_proper,complete,more,less_conv,convenient,slightly_prob,priority,recommend
5369,pretentious,less_proper,complete,more,less_conv,convenient,slightly_prob,not_recom,not_recommend
5370,pretentious,less_proper,complete,more,less_conv,convenient,problematic,recommended,recommend
5371,pretentious,less_proper,complete,more,less_conv,convenient,problematic,priority,recommend
5372,pretentious,less_proper,complete,more,less_conv,convenient,problematic,not_recom,not_recommend
5373,pretentious,less_proper,complete,more,less_conv,inconv,nonprob,recommended,recommend
5374,pretentious,less_proper,complete,more,less_conv,inconv,nonprob,priority,recommend
5375,pretentious,less_proper,complete,more,less_conv,inconv,nonprob,not_recom,not_recommend
5376,pretentious,less_proper,complete,more,less_conv,inconv,slightly_prob,recommended,recommend
5377,pretentious,less_proper,complete,more,less_conv,inconv,slightly_prob,priority,recommend
5378,pretentious,less_proper,complete,more,less_conv,inconv,slightly_prob,not_recom,not_recommend
5379,pretentious,less_proper,complete,more,less_conv,inconv,problematic,recommended,recommend
5380,pretentious,less_proper,complete,more,less_conv,inconv,problematic,priority,recommend
5381,pretentious,less_proper,complete,more,less_conv,inconv,problematic,not_recom,not_recommend
5382,pretentious,less_proper,complete,more,critical,convenient,nonprob,recommended,recommend
5383,pretentious,less_proper,complete,more,critical,convenient,nonprob,priority,recommend
5384,pretentious,less_proper,complete,more,critical,convenient,nonprob,not_recom,not_recommend
5385,pretentious,less_proper,complete,more,critical,convenient,slightly_prob,recommended,recommend
5386,pretentious,less_proper,complete,more,critical,convenient,slightly_prob,priority,recommend
5387,pretentious,less_proper,complete,more,critical,convenient,slightly_prob,not_recom,not_recommend
5388,pretentious,less_proper,complete,more,critical,convenient,problematic,recommended,recommend
5389,pretentious,less_proper,complete,more,critical,convenient,problematic,priority,recommend
5390,pretentious,less_proper,complete,more,critical,convenient,problematic,not_recom,not_recommend
5391,pretentious,less_proper,complete,more,critical,inconv,nonprob,recommended,recommend
5392,pretentious,less_proper,complete,more,critical,inconv,nonprob,priority,recommend
5393,pretentious,less_proper,complete,more,critical,inconv,nonprob,not_recom,not_recommend
5394,pretentious,less_proper,complete,more,critical,inconv,slightly_prob,recommended,recommend
5395,pretentious,less_proper,complete,more,critical,inconv,slightly_prob,priority,recommend
5396,pretentious,less_proper,complete,more,critical,inconv,slightly_prob,not_recom,not_recommend
5397,pretentious,less_proper,complete,more,critical,inconv,problematic,recommended,recommend
5398,pretentious,less_proper,complete,more,critical,inconv,problematic,priority,recommend
5399,pretentious,less_proper,complete,more,critical,inconv,problematic,not_recom,not_recommend
5400,pretentious,less_proper,completed,1,convenient,convenient,nonprob,recommended,recommend
5401,pretentious,less_proper,completed,1,convenient,convenient,nonprob,priority,recommend
5402,pretentious,less_proper,completed,1,convenient,convenient,nonprob,not_recom,not_recommend
5403,pretentious,less_proper,completed,1,convenient,convenient,slightly_prob,recommended,recommend
5404,pretentious,less_proper,completed,1,convenient,convenient,slightly_prob,priority,recommend
5405,pretentious,less_proper,completed,1,convenient,convenient,slightly_prob,not_recom,not_recommend
5406,pretentious,less_proper,completed,1,convenient,convenient,problematic,recommended,recommend
5407,pretentious,less_proper,completed,1,convenient,convenient,problematic,priority,recommend
5408,pretentious,less_proper,completed,1,convenient,convenient,problematic,not_recom,not_recommend
5409,pretentious,less_proper,completed,1,convenient,inconv,nonprob,recommended,recommend
5410,pretentious,less_proper,completed,1,convenient,inconv,nonprob,priority,recommend
5411,pretentious,less_proper,completed,1,convenient,inconv,nonprob,not_recom,not_recommend
5412,pretentious,less_proper,completed,1,convenient,inconv,slightly_prob,recommended,recommend
5413,pretentious,less_proper,completed,1,convenient,inconv,slightly_prob,priority,recommend
5414,pretentious,less_proper,completed,1,convenient,inconv,slightly_prob,not_recom,not_recommend
5415,pretentious,less_proper,completed,1,convenient,inconv,problematic,recommended,recommend
5416,pretentious,less_proper,completed,1,convenient,inconv,problematic,priority,recommend
5417,pretentious,less_proper,completed,1,convenient,inconv,problematic,not_recom,not_recommend
5418,pretentious,less_proper,completed,1,less_conv,convenient,nonprob,recommended,recommend
5419,pretentious,less_proper,completed,1,less_conv,convenient,nonprob,priority,recommend
5420,pretentious,less_proper,completed,1,less_conv,convenient,nonprob,not_recom,not_recommend
5421,pretentious,less_proper,completed,1,less_conv,convenient,slightly_prob,recommended,recommend
5422,pretentious,less_proper,completed,1,less_conv,convenient,slightly_prob,priority,recommend
5423,pretentious,less_proper,completed,1,less_conv,convenient,slightly_prob,not_recom,not_recommend
5424,pretentious,less_proper,completed,1,less_conv,convenient,problematic,recommended,recommend
5425,pretentious,less_proper,completed,1,less_conv,convenient,problematic,priority,recommend
5426,pretentious,less_proper,completed,1,less_conv,convenient,problematic,not_recom,not_recommend
5427,pretentious,less_proper,completed,1,less_conv,inconv,nonprob,recommended,recommend
5428,pretentious,less_proper,completed,1,less_conv,inconv,nonprob,priority,recommend
5429,pretentious,less_proper,completed,1,less_conv,inconv,nonprob,not_recom,not_recommend
5430,pretentious,less_proper,completed,1,less_conv,inconv,slightly_prob,recommended,recommend
5431,pretentious,less_proper,completed,1,less_conv,inconv,slightly_prob,priority,recommend
5432,pretentious,less_proper,completed,1,less_conv,inconv,slightly_prob,not_recom,not_recommend
5433,pretentious,less_proper,completed,1,less_conv,inconv,problematic,recommended,recommend
5434,pretentious,less_proper,completed,1,less_conv,inconv,problematic,priority,recommend
5435,pretentious,less_proper,completed,1,less_conv,inconv,problematic,not_recom,not_recommend
5436,pretentious,less_proper,completed,1,critical,convenient,nonprob,recommended,recommend
5437,pretentious,less_proper,completed,1,critical,convenient,nonprob,priority,recommend
5438,pretentious,less_proper,completed,1,critical,convenient,nonprob,not_recom,not_recommend
5439,pretentious,less_proper,completed,1,critical,convenient,slightly_prob,recommended,recommend
5440,pretentious,less_proper,completed,1,critical,convenient,slightly_prob,priority,recommend
5441,pretentious,less_proper,completed,1,critical,convenient,slightly_prob,not_recom,not_recommend
5442,pretentious,less_proper,completed,1,critical,convenient,problematic,recommended,recommend
5443,pretentious,less_proper,completed,1,critical,convenient,problematic,priority,recommend
5444,pretentious,less_proper,completed,1,critical,convenient,problematic,not_recom,not_recommend
5445,pretentious,less_proper,completed,1,critical,inconv,nonprob,recommended,recommend
5446,pretentious,less_proper,completed,1,critical,inconv,nonprob,priority,recommend
5447,pretentious,less_proper,completed,1,critical,inconv,nonprob,not_recom,not_recommend
5448,pretentious,less_proper,completed,1,critical,inconv,slightly_prob,recommended,recommend
5449,pretentious,less_proper,completed,1,critical,inconv,slightly_prob,priority,recommend
5450,pretentious,less_proper,completed,1,critical,inconv,slightly_prob,not_recom,not_recommend
5451,pretentious,less_proper,completed,1,critical,inconv,problematic,recommended,recommend
5452,pretentious,less_proper,completed,1,critical,inconv,problematic,priority,recommend
5453,pretentious,less_proper,completed,1,critical,inconv,problematic,not_recom,not_recommend
5454,pretentious,less_proper,completed,2,convenient,convenient,nonprob,recommended,recommend
5455,pretentious,less_proper,completed,2,convenient,convenient,nonprob,priority,recommend
5456,pretentious,less_proper,completed,2,convenient,convenient,nonprob,not_recom,not_recommend
5457,pretentious,less_proper,completed,2,convenient,convenient,slightly_prob,recommended,recommend
5458,pretentious,less_proper,completed,2,convenient,convenient,slightly_prob,priority,recommend
5459,pretentious,less_proper,completed,2,convenient,convenient,slightly_prob,not_recom,not_recommend
5460,pretentious,less_proper,completed,2,convenient,convenient,problematic,recommended,recommend
5461,pretentious,less_proper,completed,2,convenient,convenient,problematic,priority,recommend
5462,pretentious,less_proper,completed,2,convenient,convenient,problematic,not_recom,not_recommend
5463,pretentious,less_proper,completed,2,convenient,inconv,nonprob,recommended,recommend
5464,pretentious,less_proper,completed,2,convenient,inconv,nonprob,priority,recommend
5465,pretentious,less_proper,completed,2,convenient,inconv,nonprob,not_recom,not_recommend
5466,pretentious,less_proper,completed,2,convenient,inconv,slightly_prob,recommended,recommend
5467,pretentious,less_proper,completed,2,convenient,inconv,slightly_prob,priority,recommend
5468,pretentious,less_proper,completed,2,convenient,inconv,slightly_prob,not_recom,not_recommend
5469,pretentious,less_proper,completed,2,convenient,inconv,problematic,recommended,recommend
5470,pretentious,less_proper,completed,2,convenient,inconv,problematic,priority,recommend
5471,pretentious,less_proper,completed,2,convenient,inconv,problematic,not_recom,not_recommend
5472,pretentious,less_proper,completed,2,less_conv,convenient,nonprob,recommended,recommend
5473,pretentious,less_proper,completed,2,less_conv,convenient,nonprob,priority,recommend
5474,pretentious,less_proper,completed,2,less_conv,convenient,nonprob,not_recom,not_recommend
5475,pretentious,less_proper,completed,2,less_conv,convenient,slightly_prob,recommended,recommend
5476,pretentious,less_proper,completed,2,less_conv,convenient,slightly_prob,priority,recommend
5477,pretentious,less_proper,completed,2,less_conv,convenient,slightly_prob,not_recom,not_recommend
5478,pretentious,less_proper,completed,2,less_conv,convenient,problematic,recommended,recommend
5479,pretentious,less_proper,completed,2,less_conv,convenient,problematic,priority,recommend
5480,pretentious,less_proper,completed,2,less_conv,convenient,problematic,not_recom,not_recommend
5481,pretentious,less_proper,completed,2,less_conv,inconv,nonprob,recommended,recommend
5482,pretentious,less_proper,completed,2,less_conv,inconv,nonprob,priority,recommend
5483,pretentious,less_proper,completed,2,less_conv,inconv,nonprob,not_recom,not_recommend
5484,pretentious,less_proper,completed,2,less_conv,inconv,slightly_prob,recommended,recommend
5485,pretentious,less_proper,completed,2,less_conv,inconv,slightly_prob,priority,recommend
5486,pretentious,less_proper,completed,2,less_conv,inconv,slightly_prob,not_recom,not_recommend
5487,pretentious,less_proper,completed,2,less_conv,inconv,problematic,recommended,recommend
5488,pretentious,less_proper,completed,2,less_conv,inconv,problematic,priority,recommend
5489,pretentious,less_proper,completed,2,less_conv,inconv,problematic,not_recom,not_recommend
5490,pretentious,less_proper,completed,2,critical,convenient,nonprob,recommended,recommend
5491,pretentious,less_proper,completed,2,critical,convenient,nonprob,priority,recommend
5492,pretentious,less_proper,completed,2,critical,convenient,nonprob,not_recom,not_recommend
5493,pretentious,less_proper,completed,2,critical,convenient,slightly_prob,recommended,recommend
5494,pretentious,less_proper,completed,2,critical,convenient,slightly_prob,priority,recommend
5495,pretentious,less_proper,completed,2,critical,convenient,slightly_prob,not_recom,not_recommend
5496,pretentious,less_proper,completed,2,critical,convenient,problematic,recommended,recommend
5497,pretentious,less_proper,completed,2,critical,convenient,problematic,priority,recommend
5498,pretentious,less_proper,completed,2,critical,convenient,problematic,not_recom,not_recommend
5499,pretentious,less_proper,completed,2,critical,inconv,nonprob,recommended,recommend
5500,pretentious,less_proper,completed,2,critical,inconv,nonprob,priority,recommend
5501,pretentious,less_proper,completed,2,critical,inconv,nonprob,not_recom,not_recommend
5502,pretentious,less_proper,completed,2,critical,inconv,slightly_prob,recommended,recommend
5503,pretentious,less_proper,completed,2,critical,inconv,slightly_prob,priority,recommend
5504,pretentious,less_proper,completed,2,critical,inconv,slightly_prob,not_recom,not_recommend
5505,pretentious,less_proper,completed,2,critical,inconv,problematic,recommended,recommend
5506,pretentious,less_proper,completed,2,critical,inconv,problematic,priority,recommend
5507,pretentious,less_proper,completed,2,critical,inconv,problematic,not_recom,not_recommend
5508,pretentious,less_proper,completed,3,convenient,convenient,nonprob,recommended,recommend
5509,pretentious,less_proper,completed,3,convenient,convenient,nonprob,priority,recommend
5510,pretentious,less_proper,completed,3,convenient,convenient,nonprob,not_recom,not_recommend
5511,pretentious,less_proper,completed,3,convenient,convenient,slightly_prob,recommended,recommend
5512,pretentious,less_proper,completed,3,convenient,convenient,slightly_prob,priority,recommend
5513,pretentious,less_proper,completed,3,convenient,convenient,slightly_prob,not_recom,not_recommend
5514,pretentious,less_proper,completed,3,convenient,convenient,problematic,recommended,recommend
5515,pretentious,less_proper,completed,3,convenient,convenient,problematic,priority,recommend
5516,pretentious,less_proper,completed,3,convenient,convenient,problematic,not_recom,not_recommend
5517,pretentious,less_proper,completed,3,convenient,inconv,nonprob,recommended,recommend
5518,pretentious,less_proper,completed,3,convenient,inconv,nonprob,priority,recommend
5519,pretentious,less_proper,completed,3,convenient,inconv,nonprob,not_recom,not_recommend
5520,pretentious,less_proper,completed,3,convenient,inconv,slightly_prob,recommended,recommend
5521,pretentious,less_proper,completed,3,convenient,inconv,slightly_prob,priority,recommend
5522,pretentious,less_proper,completed,3,convenient,inconv,slightly_prob,not_recom,not_recommend
5523,pretentious,less_proper,completed,3,convenient,inconv,problematic,recommended,recommend
5524,pretentious,less_proper,completed,3,convenient,inconv,problematic,priority,recommend
5525,pretentious,less_proper,completed,3,convenient,inconv,problematic,not_recom,not_recommend
5526,pretentious,less_proper,completed,3,less_conv,convenient,nonprob,recommended,recommend
5527,pretentious,less_proper,completed,3,less_conv,convenient,nonprob,priority,recommend
5528,pretentious,less_proper,completed,3,less_conv,convenient,nonprob,not_recom,not_recommend
5529,pretentious,less_proper,completed,3,less_conv,convenient,slightly_prob,recommended,recommend
5530,pretentious,less_proper,completed,3,less_conv,convenient,slightly_prob,priority,recommend
5531,pretentious,less_proper,completed,3,less_conv,convenient,slightly_prob,not_recom,not_recommend
5532,pretentious,less_proper,completed,3,less_conv,convenient,problematic,recommended,recommend
5533,pretentious,less_proper,completed,3,less_conv,convenient,problematic,priority,recommend
5534,pretentious,less_proper,completed,3,less_conv,convenient,problematic,not_recom,not_recommend
5535,pretentious,less_proper,completed,3,less_conv,inconv,nonprob,recommended,recommend
5536,pretentious,less_proper,completed,3,less_conv,inconv,nonprob,priority,recommend
5537,pretentious,less_proper,completed,3,less_conv,inconv,nonprob,not_recom,not_recommend
5538,pretentious,less_proper,completed,3,less_conv,inconv,slightly_prob,recommended,recommend
5539,pretentious,less_proper,completed,3,less_conv,inconv,slightly_prob,priority,recommend
5540,pretentious,less_proper,completed,3,less_conv,inconv,slightly_prob,not_recom,not_recommend
5541,pretentious,less_proper,completed,3,less_conv,inconv,problematic,recommended,recommend
5542,pretentious,less_proper,completed,3,less_conv,inconv,problematic,priority,recommend
5543,pretentious,less_proper,completed,3,less_conv,inconv,problematic,not_recom,not_recommend
5544,pretentious,less_proper,completed,3,critical,convenient,nonprob,recommended,recommend
5545,pretentious,less_proper,completed,3,critical,convenient,nonprob,priority,recommend
5546,pretentious,less_proper,completed,3,critical,convenient,nonprob,not_recom,not_recommend
5547,pretentious,less_proper,completed,3,critical,convenient,slightly_prob,recommended,recommend
5548,pretentious,less_proper,completed,3,critical,convenient,slightly_prob,priority,recommend
5549,pretentious,less_proper,completed,3,critical,convenient,slightly_prob,not_recom,not_recommend
5550,pretentious,less_proper,completed,3,critical,convenient,problematic,recommended,recommend
5551,pretentious,less_proper,completed,3,critical,convenient,problematic,priority,recommend
5552,pretentious,less_proper,completed,3,critical,convenient,problematic,not_recom,not_recommend
5553,pretentious,less_proper,completed,3,critical,inconv,nonprob,recommended,recommend
5554,pretentious,less_proper,completed,3,critical,inconv,nonprob,priority,recommend
5555,pretentious,less_proper,completed,3,critical,inconv,nonprob,not_recom,not_recommend
5556,pretentious,less_proper,completed,3,critical,inconv,slightly_prob,recommended,recommend
5557,pretentious,less_proper,completed,3,critical,inconv,slightly_prob,priority,recommend
5558,pretentious,less_proper,completed,3,critical,inconv,slightly_prob,not_recom,not_recommend
5559,pretentious,less_proper,completed,3,critical,inconv,problematic,recommended,recommend
5560,pretentious,less_proper,completed,3,critical,inconv,problematic,priority,recommend
5561,pretentious,less_proper,completed,3,critical,inconv,problematic,not_recom,not_recommend
5562,pretentious,less_proper,completed,more,convenient,convenient,nonprob,recommended,recommend
5563,pretentious,less_proper,completed,more,convenient,convenient,nonprob,priority,recommend
5564,pretentious,less_proper,completed,more,convenient,convenient,nonprob,not_recom,not_recommend
5565,pretentious,less_proper,completed,more,convenient,convenient,slightly_prob,recommended,recommend
5566,pretentious,less_proper,completed,more,convenient,convenient,slightly_prob,priority,recommend
5567,pretentious,less_proper,completed,more,convenient,convenient,slightly_prob,not_recom,not_recommend
5568,pretentious,less_proper,completed,more,convenient,convenient,problematic,recommended,recommend
5569,pretentious,less_proper,completed,more,convenient,convenient,problematic,priority,recommend
5570,pretentious,less_proper,completed,more,convenient,convenient,problematic,not_recom,not_recommend
5571,pretentious,less_proper,completed,more,convenient,inconv,nonprob,recommended,recommend
5572,pretentious,less_proper,completed,more,convenient,inconv,nonprob,priority,recommend
5573,pretentious,less_proper,completed,more,convenient,inconv,nonprob,not_recom,not_recommend
5574,pretentious,less_proper,completed,more,convenient,inconv,slightly_prob,recommended,recommend
5575,pretentious,less_proper,completed,more,convenient,inconv,slightly_prob,priority,recommend
5576,pretentious,less_proper,completed,more,convenient,inconv,slightly_prob,not_recom,not_recommend
5577,pretentious,less_proper,completed,more,convenient,inconv,problematic,recommended,recommend
5578,pretentious,less_proper,completed,more,convenient,inconv,problematic,priority,recommend
5579,pretentious,less_proper,completed,more,convenient,inconv,problematic,not_recom,not_recommend
5580,pretentious,less_proper,completed,more,less_conv,convenient,nonprob,recommended,recommend
5581,pretentious,less_proper,completed,more,less_conv,convenient,nonprob,priority,recommend
5582,pretentious,less_proper,completed,more,less_conv,convenient,nonprob,not_recom,not_recommend
5583,pretentious,less_proper,completed,more,less_conv,convenient,slightly_prob,recommended,recommend
5584,pretentious,less_proper,completed,more,less_conv,convenient,slightly_prob,priority,recommend
5585,pretentious,less_proper,completed,more,less_conv,convenient,slightly_prob,not_recom,not_recommend
5586,pretentious,less_proper,completed,more,less_conv,convenient,problematic,recommended,recommend
5587,pretentious,less_proper,completed,more,less_conv,convenient,problematic,priority,recommend
5588,pretentious,less_proper,completed,more,less_conv,convenient,problematic,not_recom,not_recommend
5589,pretentious,less_proper,completed,more,less_conv,inconv,nonprob,recommended,recommend
5590,pretentious,less_proper,completed,more,less_conv,inconv,nonprob,priority,recommend
5591,pretentious,less_proper,completed,more,less_conv,inconv,nonprob,not_recom,not_recommend
5592,pretentious,less_proper,completed,more,less_conv,inconv,slightly_prob,recommended,recommend
5593,pretentious,less_proper,completed,more,less_conv,inconv,slightly_prob,priority,recommend
5594,pretentious,less_proper,completed,more,less_conv,inconv,slightly_prob,not_recom,not_recommend
5595,pretentious,less_proper,completed,more,less_conv,inconv,problematic,recommended,recommend
5596,pretentious,less_proper,completed,more,less_conv,inconv,problematic,priority,recommend
5597,pretentious,less_proper,completed,more,less_conv,inconv,problematic,not_recom,not_recommend
5598,pretentious,less_proper,completed,more,critical,convenient,nonprob,recommended,recommend
5599,pretentious,less_proper,completed,more,critical,convenient,nonprob,priority,recommend
5600,pretentious,less_proper,completed,more,critical,convenient,nonprob,not_recom,not_recommend
5601,pretentious,less_proper,completed,more,critical,convenient,slightly_prob,recommended,recommend
5602,pretentious,less_proper,completed,more,critical,convenient,slightly_prob,priority,recommend
5603,pretentious,less_proper,completed,more,critical,convenient,slightly_prob,not_recom,not_recommend
5604,pretentious,less_proper,completed,more,critical,convenient,problematic,recommended,recommend
5605,pretentious,less_proper,completed,more,critical,convenient,problematic,priority,recommend
5606,pretentious,less_proper,completed,more,critical,convenient,problematic,not_recom,not_recommend
5607,pretentious,less_proper,completed,more,critical,inconv,nonprob,recommended,recommend
5608,pretentious,less_proper,completed,more,critical,inconv,nonprob,priority,recommend
5609,pretentious,less_proper,completed,more,critical,inconv,nonprob,not_recom,not_recommend
5610,pretentious,less_proper,completed,more,critical,inconv,slightly_prob,recommended,recommend
5611,pretentious,less_proper,completed,more,critical,inconv,slightly_prob,priority,recommend
5612,pretentious,less_proper,completed,more,critical,inconv,slightly_prob,not_recom,not_recommend
5613,pretentious,less_proper,completed,more,critical,inconv,problematic,recommended,recommend
5614,pretentious,less_proper,completed,more,critical,inconv,problematic,priority,recommend
5615,pretentious,less_proper,completed,more,critical,inconv,problematic,not_recom,not_recommend
5616,pretentious,less_proper,incomplete,1,convenient,convenient,nonprob,recommended,recommend
5617,pretentious,less_proper,incomplete,1,convenient,convenient,nonprob,priority,recommend
5618,pretentious,less_proper,incomplete,1,convenient,convenient,nonprob,not_recom,not_recommend
5619,pretentious,less_proper,incomplete,1,convenient,convenient,slightly_prob,recommended,recommend
5620,pretentious,less_proper,incomplete,1,convenient,convenient,slightly_prob,priority,recommend
5621,pretentious,less_proper,incomplete,1,convenient,convenient,slightly_prob,not_recom,not_recommend
5622,pretentious,less_proper,incomplete,1,convenient,convenient,problematic,recommended,recommend
5623,pretentious,less_proper,incomplete,1,convenient,convenient,problematic,priority,recommend
5624,pretentious,less_proper,incomplete,1,convenient,convenient,problematic,not_recom,not_recommend
5625,pretentious,less_proper,incomplete,1,convenient,inconv,nonprob,recommended,recommend
5626,pretentious,less_proper,incomplete,1,convenient,inconv,nonprob,priority,recommend
5627,pretentious,less_proper,incomplete,1,convenient,inconv,nonprob,not_recom,not_recommend
5628,pretentious,less_proper,incomplete,1,convenient,inconv,slightly_prob,recommended,recommend
5629,pretentious,less_proper,incomplete,1,convenient,inconv,slightly_prob,priority,recommend
5630,pretentious,less_proper,incomplete,1,convenient,inconv,slightly_prob,not_recom,not_recommend
5631,pretentious,less_proper,incomplete,1,convenient,inconv,problematic,recommended,recommend
5632,pretentious,less_proper,incomplete,1,convenient,inconv,problematic,priority,recommend
5633,pretentious,less_proper,incomplete,1,convenient,inconv,problematic,not_recom,not_recommend
5634,pretentious,less_proper,incomplete,1,less_conv,convenient,nonprob,recommended,recommend
5635,pretentious,less_proper,incomplete,1,less_conv,convenient,nonprob,priority,recommend
5636,pretentious,less_proper,incomplete,1,less_conv,convenient,nonprob,not_recom,not_recommend
5637,pretentious,less_proper,incomplete,1,less_conv,convenient,slightly_prob,recommended,recommend
5638,pretentious,less_proper,incomplete,1,less_conv,convenient,slightly_prob,priority,recommend
5639,pretentious,less_proper,incomplete,1,less_conv,convenient,slightly_prob,not_recom,not_recommend
5640,pretentious,less_proper,incomplete,1,less_conv,convenient,problematic,recommended,recommend
5641,pretentious,less_proper,incomplete,1,less_conv,convenient,problematic,priority,recommend
5642,pretentious,less_proper,incomplete,1,less_conv,convenient,problematic,not_recom,not_recommend
5643,pretentious,less_proper,incomplete,1,less_conv,inconv,nonprob,recommended,recommend
5644,pretentious,less_proper,incomplete,1,less_conv,inconv,nonprob,priority,recommend
5645,pretentious,less_proper,incomplete,1,less_conv,inconv,nonprob,not_recom,not_recommend
5646,pretentious,less_proper,incomplete,1,less_conv,inconv,slightly_prob,recommended,recommend
5647,pretentious,less_proper,incomplete,1,less_conv,inconv,slightly_prob,priority,recommend
5648,pretentious,less_proper,incomplete,1,less_conv,inconv,slightly_prob,not_recom,not_recommend
5649,pretentious,less_proper,incomplete,1,less_conv,inconv,problematic,recommended,recommend
5650,pretentious,less_proper,incomplete,1,less_conv,inconv,problematic,priority,recommend
5651,pretentious,less_proper,incomplete,1,less_conv,inconv,problematic,not_recom,not_recommend
5652,pretentious,less_proper,incomplete,1,critical,convenient,nonprob,recommended,recommend
5653,pretentious,less_proper,incomplete,1,critical,convenient,nonprob,priority,recommend
5654,pretentious,less_proper,incomplete,1,critical,convenient,nonprob,not_recom,not_recommend
5655,pretentious,less_proper,incomplete,1,critical,convenient,slightly_prob,recommended,recommend
5656,pretentious,less_proper,incomplete,1,critical,convenient,slightly_prob,priority,recommend
5657,pretentious,less_proper,incomplete,1,critical,convenient,slightly_prob,not_recom,not_recommend
5658,pretentious,less_proper,incomplete,1,critical,convenient,problematic,recommended,recommend
5659,pretentious,less_proper,incomplete,1,critical,convenient,problematic,priority,recommend
5660,pretentious,less_proper,incomplete,1,critical,convenient,problematic,not_recom,not_recommend
5661,pretentious,less_proper,incomplete,1,critical,inconv,nonprob,recommended,recommend
5662,pretentious,less_proper,incomplete,1,critical,inconv,nonprob,priority,recommend
5663,pretentious,less_proper,incomplete,1,critical,inconv,nonprob,not_recom,not_recommend
5664,pretentious,less_proper,incomplete,1,critical,inconv,slightly_prob,recommended,recommend
5665,pretentious,less_proper,incomplete,1,critical,inconv,slightly_prob,priority,recommend
5666,pretentious,less_proper,incomplete,1,critical,inconv,slightly_prob,not_recom,not_recommend
5667,pretentious,less_proper,incomplete,1,critical,inconv,problematic,recommended,recommend
5668,pretentious,less_proper,incomplete,1,critical,inconv,problematic,priority,recommend
5669,pretentious,less_proper,incomplete,1,critical,inconv,problematic,not_recom,not_recommend
5670,pretentious,less_proper,incomplete,2,convenient,convenient,nonprob,recommended,recommend
5671,pretentious,less_proper,incomplete,2,convenient,convenient,nonprob,priority,recommend
5672,pretentious,less_proper,incomplete,2,convenient,convenient,nonprob,not_recom,not_recommend
5673,pretentious,less_proper,incomplete,2,convenient,convenient,slightly_prob,recommended,recommend
5674,pretentious,less_proper,incomplete,2,convenient,convenient,slightly_prob,priority,recommend
5675,pretentious,less_proper,incomplete,2,convenient,convenient,slightly_prob,not_recom,not_recommend
5676,pretentious,less_proper,incomplete,2,convenient,convenient,problematic,recommended,recommend
5677,pretentious,less_proper,incomplete,2,convenient,convenient,problematic,priority,recommend
5678,pretentious,less_proper,incomplete,2,convenient,convenient,problematic,not_recom,not_recommend
5679,pretentious,less_proper,incomplete,2,convenient,inconv,nonprob,recommended,recommend
5680,pretentious,less_proper,incomplete,2,convenient,inconv,nonprob,priority,recommend
5681,pretentious,less_proper,incomplete,2,convenient,inconv,nonprob,not_recom,not_recommend
5682,pretentious,less_proper,incomplete,2,convenient,inconv,slightly_prob,recommended,recommend
5683,pretentious,less_proper,incomplete,2,convenient,inconv,slightly_prob,priority,recommend
5684,pretentious,less_proper,incomplete,2,convenient,inconv,slightly_prob,not_recom,not_recommend
5685,pretentious,less_proper,incomplete,2,convenient,inconv,problematic,recommended,recommend
5686,pretentious,less_proper,incomplete,2,convenient,inconv,problematic,priority,recommend
5687,pretentious,less_proper,incomplete,2,convenient,inconv,problematic,not_recom,not_recommend
5688,pretentious,less_proper,incomplete,2,less_conv,convenient,nonprob,recommended,recommend
5689,pretentious,less_proper,incomplete,2,less_conv,convenient,nonprob,priority,recommend
5690,pretentious,less_proper,incomplete,2,less_conv,convenient,nonprob,not_recom,not_recommend
5691,pretentious,less_proper,incomplete,2,less_conv,convenient,slightly_prob,recommended,recommend
5692,pretentious,less_proper,incomplete,2,less_conv,convenient,slightly_prob,priority,recommend
5693,pretentious,less_proper,incomplete,2,less_conv,convenient,slightly_prob,not_recom,not_recommend
5694,pretentious,less_proper,incomplete,2,less_conv,convenient,problematic,recommended,recommend
5695,pretentious,less_proper,incomplete,2,less_conv,convenient,problematic,priority,recommend
5696,pretentious,less_proper,incomplete,2,less_conv,convenient,problematic,not_recom,not_recommend
5697,pretentious,less_proper,incomplete,2,less_conv,inconv,nonprob,recommended,recommend
5698,pretentious,less_proper,incomplete,2,less_conv,inconv,nonprob,priority,recommend
5699,pretentious,less_proper,incomplete,2,less_conv,inconv,nonprob,not_recom,not_recommend
5700,pretentious,less_proper,incomplete,2,less_conv,inconv,slightly_prob,recommended,recommend
5701,pretentious,less_proper,incomplete,2,less_conv,inconv,slightly_prob,priority,recommend
5702,pretentious,less_proper,incomplete,2,less_conv,inconv,slightly_prob,not_recom,not_recommend
5703,pretentious,less_proper,incomplete,2,less_conv,inconv,problematic,recommended,recommend
5704,pretentious,less_proper,incomplete,2,less_conv,inconv,problematic,priority,recommend
5705,pretentious,less_proper,incomplete,2,less_conv,inconv,problematic,not_recom,not_recommend
5706,pretentious,less_proper,incomplete,2,critical,convenient,nonprob,recommended,recommend
5707,pretentious,less_proper,incomplete,2,critical,convenient,nonprob,priority,recommend
5708,pretentious,less_proper,incomplete,2,critical,convenient,nonprob,not_recom,not_recommend
5709,pretentious,less_proper,incomplete,2,critical,convenient,slightly_prob,recommended,recommend
