Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,racetxt,tier,pass_bar
10285,10285,10285,10285,10285,3.0,7.0,43.0,3.4,-0.6,0.37,1.0,4.0,0.0,1,6,1
10286,10286,10286,10286,10286,10.0,9.0,35.0,3.5,1.36,1.21,1.0,3.0,1.0,1,4,1
10287,10287,10287,10287,10287,2.0,2.0,38.0,2.2,-0.94,-0.91,1.0,4.0,1.0,1,3,1
10288,10288,10288,10288,10288,1.0,2.0,27.0,3.3,-1.75,-1.18,1.0,4.0,0.0,1,3,1
10289,10289,10289,10289,10289,9.0,10.0,26.5,3.1,1.03,1.56,1.0,4.0,1.0,1,2,1
10290,10290,10290,10290,10290,5.0,5.0,33.0,3.8,0.0,-0.15,1.0,4.0,1.0,1,4,1
10291,10291,10291,10291,10291,8.0,9.0,31.5,3.6,0.71,1.05,1.0,4.0,0.0,1,3,1
10292,10292,10292,10292,10292,1.0,1.0,36.0,2.9,-1.38,-1.41,1.0,4.0,0.0,1,3,1
10293,10293,10293,10293,10293,1.0,1.0,33.0,2.2,-1.93,-2.43,1.0,4.0,1.0,1,4,1
10294,10294,10294,10294,10294,7.0,6.0,36.0,2.9,0.54,0.21,1.0,4.0,0.0,1,4,1
10295,10295,10295,10295,10295,3.0,1.0,31.0,2.6,-0.52,-1.29,1.0,4.0,1.0,1,2,1
10296,10296,10296,10296,10296,2.0,3.0,20.0,2.7,-0.77,-0.8,1.0,2.0,0.0,1,1,1
10297,10297,10297,10297,10297,6.0,6.0,37.0,3.4,0.19,0.22,1.0,4.0,0.0,1,3,1
10298,10298,10298,10298,10298,5.0,8.0,46.0,3.2,-0.01,0.87,1.0,3.0,0.0,1,4,1
10299,10299,10299,10299,10299,8.0,7.0,42.0,3.7,0.78,0.3,1.0,4.0,0.0,1,4,1
10300,10300,10300,10300,10300,4.0,1.0,33.0,2.8,-0.42,-1.31,1.0,3.0,1.0,1,2,1
10301,10301,10301,10301,10301,4.0,4.0,39.0,3.0,-0.25,-0.4,1.0,3.0,1.0,1,5,1
10302,10302,10302,10302,10302,7.0,9.0,41.0,3.9,0.61,1.24,1.0,4.0,1.0,1,6,1
10303,10303,10303,10303,10303,4.0,5.0,38.0,2.9,-0.19,-0.07,1.0,3.0,1.0,1,3,1
10304,10304,10304,10304,10304,4.0,6.0,35.0,3.4,-0.23,0.01,1.0,5.0,1.0,1,3,1
10305,10305,10305,10305,10305,10.0,10.0,42.0,3.7,1.92,1.71,1.0,5.0,1.0,1,5,1
10306,10306,10306,10306,10306,1.0,8.0,33.3,3.2,-1.58,0.56,1.0,4.0,0.0,1,3,1
10307,10307,10307,10307,10307,4.0,3.0,30.0,3.1,-0.31,-0.85,1.0,4.0,0.0,1,3,1
10308,10308,10308,10308,10308,6.0,6.0,43.0,3.3,0.16,0.05,1.0,2.0,1.0,1,4,1
10309,10309,10309,10309,10309,4.0,9.0,41.0,3.8,-0.25,1.24,1.0,4.0,0.0,1,5,1
10310,10310,10310,10310,10310,3.0,5.0,44.0,3.5,-0.52,-0.16,1.0,3.0,0.0,1,5,1
10311,10311,10311,10311,10311,8.0,8.0,37.0,2.9,0.62,0.59,1.0,3.0,0.0,1,4,1
10312,10312,10312,10312,10312,10.0,10.0,42.0,4.0,1.67,1.98,1.0,3.0,0.0,1,4,1
10313,10313,10313,10313,10313,10.0,10.0,36.5,3.1,1.52,1.44,1.0,5.0,0.0,1,5,1
10314,10314,10314,10314,10314,5.0,6.0,39.0,3.1,-0.16,0.15,1.0,5.0,1.0,1,3,1
10315,10315,10315,10315,10315,10.0,10.0,43.0,3.0,2.59,2.46,1.0,4.0,1.0,1,3,1
10316,10316,10316,10316,10316,10.0,10.0,48.0,4.0,1.94,2.26,1.0,3.0,1.0,1,5,1
10317,10317,10317,10317,10317,8.0,4.0,43.0,3.8,0.7,-0.35,1.0,5.0,1.0,1,6,1
10318,10318,10318,10318,10318,10.0,10.0,39.0,3.5,1.84,1.89,1.0,3.0,1.0,1,4,1
10319,10319,10319,10319,10319,6.0,7.0,38.0,3.2,0.06,0.26,1.0,3.0,0.0,1,5,1
10320,10320,10320,10320,10320,7.0,7.0,42.0,3.9,0.51,0.53,1.0,4.0,0.0,1,4,1
10321,10321,10321,10321,10321,4.0,3.0,33.0,2.3,-0.22,-0.74,1.0,4.0,1.0,1,4,1
10322,10322,10322,10322,10322,2.0,2.0,40.0,3.4,-0.87,-0.92,1.0,3.0,1.0,1,3,1
10323,10323,10323,10323,10323,4.0,1.0,39.0,2.8,-0.44,-1.33,1.0,3.0,0.0,1,5,1
10324,10324,10324,10324,10324,9.0,8.0,34.0,3.3,0.94,0.79,1.0,3.0,1.0,1,3,1
10325,10325,10325,10325,10325,9.0,9.0,40.0,3.4,0.94,1.12,1.0,4.0,0.0,1,4,1
10326,10326,10326,10326,10326,3.0,2.0,40.0,3.7,-0.73,-0.88,1.0,3.0,0.0,1,4,1
10327,10327,10327,10327,10327,2.0,1.0,35.0,3.0,-1.0,-1.44,1.0,3.0,1.0,1,5,1
10328,10328,10328,10328,10328,3.0,7.0,39.0,3.1,-0.55,0.29,1.0,2.0,0.0,1,3,1
10329,10329,10329,10329,10329,7.0,1.0,27.3,3.0,0.37,-1.36,1.0,4.0,0.0,1,3,1
10330,10330,10330,10330,10330,8.0,10.0,46.0,4.0,0.86,1.74,1.0,4.0,0.0,1,6,1
10331,10331,10331,10331,10331,7.0,8.0,35.0,3.5,0.37,0.61,1.0,3.0,0.0,1,4,1
10332,10332,10332,10332,10332,10.0,10.0,33.0,3.6,2.13,2.38,1.0,3.0,0.0,1,3,1
10333,10333,10333,10333,10333,10.0,10.0,41.5,3.2,1.54,1.48,1.0,4.0,1.0,1,5,1
10334,10334,10334,10334,10334,3.0,6.0,33.0,2.4,-0.47,0.04,1.0,2.0,1.0,1,2,1
10335,10335,10335,10335,10335,3.0,4.0,32.0,3.1,-0.49,-0.36,1.0,4.0,1.0,1,2,1
10336,10336,10336,10336,10336,3.0,3.0,40.0,3.4,-0.63,-0.81,1.0,5.0,1.0,1,5,1
10337,10337,10337,10337,10337,9.0,9.0,41.0,3.1,1.11,1.08,1.0,3.0,1.0,1,5,1
10338,10338,10338,10338,10338,3.0,3.0,34.0,3.1,-0.7,-0.68,1.0,4.0,1.0,1,3,1
10339,10339,10339,10339,10339,5.0,5.0,39.0,3.5,-0.01,-0.17,1.0,4.0,0.0,1,5,1
10340,10340,10340,10340,10340,7.0,8.0,46.0,3.1,0.49,0.73,1.0,5.0,1.0,1,5,1
10341,10341,10341,10341,10341,2.0,5.0,43.0,3.5,-0.85,-0.19,1.0,4.0,0.0,1,6,1
10342,10342,10342,10342,10342,2.0,4.0,39.0,3.1,-0.84,-0.53,1.0,4.0,1.0,1,4,1
10343,10343,10343,10343,10343,8.0,8.0,42.0,2.7,0.68,0.86,1.0,5.0,1.0,1,3,1
10344,10344,10344,10344,10344,8.0,8.0,41.0,3.7,0.74,0.73,1.0,3.0,0.0,1,4,1
10345,10345,10345,10345,10345,5.0,6.0,42.0,3.5,-0.02,0.14,1.0,2.0,0.0,1,4,1
10346,10346,10346,10346,10346,7.0,5.0,34.0,3.5,0.34,-0.06,1.0,4.0,0.0,1,4,1
10347,10347,10347,10347,10347,6.0,3.0,45.0,3.5,0.15,-0.58,1.0,4.0,1.0,1,5,1
10348,10348,10348,10348,10348,8.0,6.0,48.0,3.3,0.86,0.25,1.0,4.0,1.0,1,5,1
10349,10349,10349,10349,10349,4.0,2.0,38.5,3.0,-0.34,-0.98,1.0,4.0,1.0,1,4,1
10350,10350,10350,10350,10350,1.0,5.0,32.5,3.2,-1.29,-0.2,1.0,4.0,1.0,1,5,1
10351,10351,10351,10351,10351,6.0,6.0,26.7,3.2,0.2,0.0,1.0,4.0,0.0,1,3,1
10352,10352,10352,10352,10352,8.0,6.0,48.0,2.8,0.62,0.24,1.0,4.0,1.0,1,5,1
10353,10353,10353,10353,10353,3.0,5.0,35.0,3.5,-0.71,-0.13,1.0,3.0,0.0,1,5,1
10354,10354,10354,10354,10354,4.0,7.0,35.5,2.1,-0.32,0.41,1.0,1.0,1.0,1,2,1
10355,10355,10355,10355,10355,9.0,8.0,24.5,3.7,0.96,0.56,1.0,1.0,0.0,1,3,1
10356,10356,10356,10356,10356,4.0,7.0,38.0,2.8,-0.35,0.46,1.0,4.0,1.0,1,3,1
10357,10357,10357,10357,10357,9.0,9.0,46.0,3.4,1.12,1.12,1.0,4.0,1.0,1,4,1
10358,10358,10358,10358,10358,6.0,8.0,31.5,3.6,0.18,0.72,1.0,3.0,0.0,1,5,1
10359,10359,10359,10359,10359,4.0,5.0,38.0,3.4,-0.36,-0.15,1.0,4.0,0.0,1,3,1
10360,10360,10360,10360,10360,8.0,8.0,48.0,2.8,0.72,0.58,1.0,4.0,1.0,1,4,1
10361,10361,10361,10361,10361,4.0,4.0,39.0,2.5,-0.31,-0.38,1.0,4.0,1.0,1,3,1
10362,10362,10362,10362,10362,3.0,1.0,34.5,3.1,-0.46,-1.75,1.0,4.0,0.0,1,3,1
10363,10363,10363,10363,10363,9.0,10.0,48.0,2.9,1.26,1.34,1.0,4.0,1.0,1,5,1
10364,10364,10364,10364,10364,10.0,10.0,41.0,2.8,1.7,1.9,1.0,3.0,1.0,1,3,1
10365,10365,10365,10365,10365,4.0,3.0,38.0,2.9,-0.25,-0.57,1.0,2.0,1.0,1,4,1
10366,10366,10366,10366,10366,2.0,3.0,40.0,3.4,-1.11,-0.76,1.0,5.0,1.0,1,4,1
10367,10367,10367,10367,10367,1.0,1.0,37.0,3.3,-1.78,-1.41,1.0,3.0,1.0,1,3,1
10368,10368,10368,10368,10368,1.0,1.0,46.0,3.8,-1.66,-1.71,1.0,3.0,0.0,1,5,1
10369,10369,10369,10369,10369,9.0,8.0,37.0,3.5,0.97,0.62,1.0,4.0,1.0,1,4,1
10370,10370,10370,10370,10370,10.0,9.0,35.0,2.4,1.57,0.88,1.0,4.0,1.0,1,5,1
10371,10371,10371,10371,10371,10.0,10.0,48.0,3.0,2.0,2.1,1.0,4.0,1.0,1,5,1
10372,10372,10372,10372,10372,1.0,1.0,36.3,2.5,-1.22,-1.6,1.0,4.0,1.0,1,3,1
10373,10373,10373,10373,10373,9.0,9.0,35.0,3.4,1.08,1.26,1.0,5.0,1.0,1,5,1
10374,10374,10374,10374,10374,3.0,3.0,42.0,3.5,-0.67,-0.77,1.0,4.0,0.0,1,6,1
10375,10375,10375,10375,10375,9.0,9.0,42.0,3.1,1.2,1.01,1.0,4.0,1.0,1,4,1
10376,10376,10376,10376,10376,10.0,10.0,36.0,3.0,1.46,1.52,1.0,4.0,1.0,1,3,1
10377,10377,10377,10377,10377,4.0,4.0,35.0,3.6,-0.33,-0.53,1.0,2.0,1.0,1,3,1
10378,10378,10378,10378,10378,10.0,10.0,45.0,3.4,1.87,1.62,1.0,4.0,0.0,1,4,1
10379,10379,10379,10379,10379,7.0,6.0,39.0,3.1,0.36,0.22,1.0,3.0,1.0,1,4,1
10380,10380,10380,10380,10380,6.0,3.0,36.0,3.1,0.2,-0.57,1.0,4.0,1.0,1,6,1
10381,10381,10381,10381,10381,4.0,7.0,34.0,3.2,-0.31,0.34,1.0,4.0,1.0,1,5,1
10382,10382,10382,10382,10382,5.0,4.0,30.0,2.9,-0.16,-0.39,1.0,4.0,1.0,1,2,1
10383,10383,10383,10383,10383,4.0,5.0,40.0,3.6,-0.37,-0.16,1.0,4.0,0.0,1,5,1
10384,10384,10384,10384,10384,5.0,3.0,31.5,3.2,0.04,-0.67,1.0,3.0,1.0,1,3,1
10385,10385,10385,10385,10385,4.0,8.0,38.0,2.5,-0.36,0.63,1.0,1.0,1.0,1,5,1
10386,10386,10386,10386,10386,8.0,9.0,42.0,4.0,0.72,0.83,1.0,1.0,0.0,1,6,1
10387,10387,10387,10387,10387,5.0,7.0,34.0,3.0,-0.05,0.28,1.0,4.0,1.0,1,3,1
10388,10388,10388,10388,10388,10.0,8.0,36.0,2.8,1.53,0.57,1.0,4.0,0.0,1,6,1
10389,10389,10389,10389,10389,7.0,8.0,38.0,2.9,0.32,0.56,1.0,3.0,0.0,1,3,1
10390,10390,10390,10390,10390,6.0,5.0,41.0,4.0,0.09,-0.2,1.0,3.0,1.0,1,6,1
10391,10391,10391,10391,10391,7.0,7.0,33.5,3.5,0.5,0.47,1.0,4.0,0.0,1,3,1
10392,10392,10392,10392,10392,4.0,5.0,38.0,3.9,-0.43,-0.2,1.0,1.0,1.0,1,2,1
10393,10393,10393,10393,10393,3.0,3.0,35.5,3.0,-0.67,-0.77,1.0,2.0,0.0,1,3,1
10394,10394,10394,10394,10394,9.0,8.0,40.0,2.6,1.02,0.75,1.0,4.0,1.0,1,4,1
10395,10395,10395,10395,10395,10.0,10.0,39.0,2.5,2.22,2.17,1.0,4.0,1.0,1,3,1
10396,10396,10396,10396,10396,9.0,9.0,40.0,3.0,0.94,1.04,1.0,2.0,0.0,1,5,1
10397,10397,10397,10397,10397,9.0,10.0,38.0,3.9,0.99,1.35,1.0,3.0,1.0,1,2,1
10398,10398,10398,10398,10398,7.0,6.0,37.0,3.0,0.51,0.26,1.0,4.0,0.0,1,3,1
10399,10399,10399,10399,10399,10.0,9.0,38.0,3.2,1.8,1.26,1.0,3.0,1.0,1,4,1
10400,10400,10400,10400,10400,8.0,8.0,39.0,3.5,0.76,0.68,1.0,2.0,1.0,1,3,1
10401,10401,10401,10401,10401,4.0,6.0,36.0,2.8,-0.18,0.19,1.0,4.0,1.0,1,3,1
10402,10402,10402,10402,10402,8.0,7.0,33.0,3.5,0.62,0.34,1.0,3.0,1.0,1,3,1
10403,10403,10403,10403,10403,2.0,4.0,40.0,3.1,-0.8,-0.53,1.0,3.0,1.0,1,3,1
10404,10404,10404,10404,10404,2.0,3.0,36.0,2.9,-0.89,-0.72,1.0,4.0,1.0,1,4,1
10405,10405,10405,10405,10405,8.0,5.0,40.0,2.3,0.82,-0.08,1.0,4.0,1.0,1,3,1
10406,10406,10406,10406,10406,8.0,7.0,34.5,2.7,0.81,0.35,1.0,4.0,0.0,1,4,1
10407,10407,10407,10407,10407,1.0,1.0,32.0,2.7,-1.34,-1.69,1.0,5.0,1.0,1,3,1
10408,10408,10408,10408,10408,7.0,8.0,37.0,3.7,0.51,0.75,1.0,3.0,0.0,1,3,1
10409,10409,10409,10409,10409,5.0,4.0,34.0,2.4,-0.15,-0.35,1.0,3.0,0.0,1,4,1
10410,10410,10410,10410,10410,5.0,8.0,40.0,4.0,-0.11,0.88,1.0,3.0,0.0,1,4,1
10411,10411,10411,10411,10411,2.0,2.0,36.0,3.2,-0.84,-0.92,1.0,4.0,0.0,1,3,1
10412,10412,10412,10412,10412,8.0,9.0,41.0,3.8,0.67,1.07,1.0,4.0,0.0,1,4,1
10413,10413,10413,10413,10413,10.0,10.0,43.0,3.4,2.28,1.89,1.0,3.0,0.0,1,4,1
10414,10414,10414,10414,10414,10.0,10.0,36.0,3.2,1.4,1.32,1.0,3.0,0.0,1,3,1
10415,10415,10415,10415,10415,8.0,9.0,44.0,3.1,0.77,1.22,1.0,4.0,1.0,1,4,1
10416,10416,10416,10416,10416,7.0,4.0,37.0,2.9,0.34,-0.46,1.0,3.0,1.0,1,3,1
10417,10417,10417,10417,10417,8.0,8.0,38.0,3.8,0.67,0.68,1.0,3.0,0.0,1,3,1
10418,10418,10418,10418,10418,9.0,10.0,38.0,3.6,1.28,1.47,1.0,4.0,0.0,1,4,1
10419,10419,10419,10419,10419,5.0,6.0,41.0,3.9,-0.04,0.05,1.0,4.0,1.0,1,6,1
10420,10420,10420,10420,10420,9.0,9.0,37.0,3.7,0.96,1.12,1.0,4.0,0.0,1,3,1
10421,10421,10421,10421,10421,4.0,5.0,38.0,2.9,-0.38,-0.05,1.0,3.0,0.0,1,3,1
10422,10422,10422,10422,10422,6.0,5.0,38.0,3.1,0.23,-0.22,1.0,4.0,1.0,1,3,1
10423,10423,10423,10423,10423,5.0,4.0,18.0,3.0,-0.04,-0.56,1.0,3.0,0.0,1,1,1
10424,10424,10424,10424,10424,10.0,9.0,37.0,3.5,1.43,0.97,1.0,4.0,1.0,1,3,1
10425,10425,10425,10425,10425,3.0,2.0,37.0,3.7,-0.61,-1.12,1.0,3.0,1.0,1,3,1
10426,10426,10426,10426,10426,4.0,3.0,34.0,2.3,-0.29,-0.67,1.0,3.0,0.0,1,3,1
10427,10427,10427,10427,10427,3.0,2.0,34.0,3.5,-0.66,-1.19,1.0,5.0,1.0,1,3,1
10428,10428,10428,10428,10428,9.0,9.0,35.0,3.3,0.91,1.26,1.0,4.0,1.0,1,2,1
10429,10429,10429,10429,10429,9.0,8.0,38.0,2.7,0.9,0.74,1.0,4.0,0.0,1,3,1
10430,10430,10430,10430,10430,1.0,1.0,36.0,3.0,-1.27,-1.48,1.0,2.0,1.0,1,4,1
10431,10431,10431,10431,10431,2.0,1.0,35.0,3.2,-1.1,-1.59,1.0,1.0,0.0,1,5,1
10432,10432,10432,10432,10432,7.0,5.0,44.0,3.6,0.56,-0.03,1.0,4.0,0.0,1,4,1
10433,10433,10433,10433,10433,2.0,3.0,35.5,2.8,-0.76,-0.67,1.0,3.0,0.0,1,3,1
10434,10434,10434,10434,10434,6.0,6.0,38.0,3.4,0.14,0.02,1.0,4.0,0.0,1,4,1
10435,10435,10435,10435,10435,8.0,7.0,36.0,3.3,0.6,0.31,1.0,3.0,0.0,1,3,1
10436,10436,10436,10436,10436,4.0,6.0,33.0,4.0,-0.4,0.21,1.0,4.0,0.0,1,4,1
10437,10437,10437,10437,10437,7.0,4.0,36.0,2.9,0.4,-0.46,1.0,5.0,1.0,1,4,1
10438,10438,10438,10438,10438,3.0,3.0,48.0,2.6,-0.55,-0.85,1.0,4.0,1.0,1,4,1
10439,10439,10439,10439,10439,10.0,10.0,38.0,3.5,1.61,1.68,1.0,3.0,0.0,1,3,1
10440,10440,10440,10440,10440,1.0,2.0,29.0,3.1,-1.27,-1.12,1.0,4.0,0.0,1,2,1
10441,10441,10441,10441,10441,1.0,2.0,34.0,2.7,-1.11,-1.02,1.0,4.0,1.0,1,2,1
10442,10442,10442,10442,10442,1.0,1.0,36.5,3.4,-1.47,-1.4,1.0,4.0,1.0,1,3,1
10443,10443,10443,10443,10443,1.0,2.0,30.7,3.5,-1.45,-1.04,1.0,3.0,1.0,1,6,1
10444,10444,10444,10444,10444,6.0,4.0,33.5,3.7,0.17,-0.42,1.0,3.0,0.0,1,5,1
10445,10445,10445,10445,10445,4.0,6.0,26.7,3.5,-0.28,0.08,1.0,3.0,1.0,1,3,1
10446,10446,10446,10446,10446,10.0,9.0,39.0,2.5,1.36,1.31,1.0,3.0,0.0,1,3,1
10447,10447,10447,10447,10447,6.0,6.0,33.0,3.7,0.1,0.1,1.0,4.0,0.0,1,3,1
10448,10448,10448,10448,10448,4.0,4.0,45.0,3.1,-0.29,-0.53,1.0,2.0,0.0,1,3,1
10449,10449,10449,10449,10449,3.0,5.0,37.0,3.4,-0.5,-0.05,1.0,4.0,1.0,1,3,1
10450,10450,10450,10450,10450,10.0,10.0,27.0,2.7,1.41,1.44,1.0,5.0,1.0,1,4,1
10451,10451,10451,10451,10451,5.0,6.0,37.0,3.2,0.02,0.23,1.0,3.0,1.0,1,3,1
10452,10452,10452,10452,10452,10.0,10.0,38.0,3.2,1.6,1.52,1.0,4.0,0.0,1,3,1
10453,10453,10453,10453,10453,2.0,1.0,36.0,2.6,-0.91,-1.69,1.0,3.0,1.0,1,3,1
10454,10454,10454,10454,10454,1.0,1.0,27.0,2.5,-1.68,-1.64,1.0,3.0,0.0,1,3,1
10455,10455,10455,10455,10455,8.0,9.0,37.0,3.6,0.81,0.97,1.0,4.0,0.0,1,3,1
10456,10456,10456,10456,10456,3.0,4.0,41.0,2.7,-0.55,-0.34,1.0,3.0,0.0,1,3,1
10457,10457,10457,10457,10457,3.0,3.0,42.0,3.3,-0.64,-0.73,1.0,4.0,1.0,1,4,1
10458,10458,10458,10458,10458,9.0,8.0,37.0,2.5,1.1,0.57,1.0,3.0,1.0,1,3,1
10459,10459,10459,10459,10459,6.0,6.0,38.0,3.2,0.2,0.19,1.0,4.0,0.0,1,4,1
10460,10460,10460,10460,10460,7.0,9.0,40.0,2.9,0.4,1.02,1.0,3.0,1.0,1,3,1
10461,10461,10461,10461,10461,1.0,2.0,38.0,3.4,-1.51,-0.92,1.0,3.0,1.0,1,3,1
10462,10462,10462,10462,10462,1.0,1.0,37.0,3.5,-1.64,-1.91,1.0,2.0,1.0,1,3,1
10463,10463,10463,10463,10463,9.0,8.0,44.0,3.0,0.99,0.65,1.0,4.0,1.0,1,4,1
10464,10464,10464,10464,10464,6.0,6.0,29.5,2.8,0.24,0.11,1.0,4.0,1.0,1,3,1
10465,10465,10465,10465,10465,2.0,2.0,32.0,3.1,-0.9,-1.14,1.0,3.0,0.0,1,3,1
10466,10466,10466,10466,10466,9.0,7.0,31.0,2.9,1.1,0.43,1.0,4.0,1.0,1,4,1
10467,10467,10467,10467,10467,8.0,8.0,32.0,3.3,0.84,0.76,1.0,4.0,0.0,1,2,1
10468,10468,10468,10468,10468,3.0,5.0,39.0,3.2,-0.51,0.0,1.0,4.0,1.0,1,4,1
10469,10469,10469,10469,10469,8.0,8.0,32.0,3.5,0.71,0.67,1.0,3.0,1.0,1,5,1
10470,10470,10470,10470,10470,3.0,3.0,40.0,3.1,-0.46,-0.85,1.0,4.0,0.0,1,4,1
10471,10471,10471,10471,10471,8.0,9.0,31.0,2.8,0.63,0.87,1.0,3.0,0.0,1,2,1
10472,10472,10472,10472,10472,9.0,9.0,35.5,2.7,1.17,1.06,1.0,3.0,1.0,1,3,1
10473,10473,10473,10473,10473,8.0,7.0,36.0,3.7,0.62,0.39,1.0,4.0,0.0,1,3,1
10474,10474,10474,10474,10474,1.0,8.0,28.0,2.9,-2.24,0.86,1.0,2.0,0.0,1,2,1
10475,10475,10475,10475,10475,8.0,9.0,40.0,3.5,0.76,0.95,1.0,3.0,1.0,1,4,1
10476,10476,10476,10476,10476,10.0,10.0,35.0,3.6,1.73,2.0,1.0,3.0,1.0,1,4,1
10477,10477,10477,10477,10477,5.0,10.0,45.0,3.1,0.05,1.58,1.0,3.0,0.0,1,3,1
10478,10478,10478,10478,10478,6.0,5.0,42.0,3.8,0.25,-0.01,1.0,4.0,1.0,1,5,1
10479,10479,10479,10479,10479,4.0,3.0,38.0,3.1,-0.17,-0.65,1.0,5.0,1.0,1,3,1
10480,10480,10480,10480,10480,5.0,4.0,39.0,2.9,0.02,-0.45,1.0,4.0,0.0,1,3,1
10481,10481,10481,10481,10481,1.0,1.0,39.0,3.2,-1.48,-1.54,1.0,5.0,1.0,1,4,1
10482,10482,10482,10482,10482,5.0,6.0,45.0,3.3,-0.07,0.13,1.0,4.0,1.0,1,6,1
10483,10483,10483,10483,10483,3.0,3.0,40.0,3.4,-0.43,-0.81,1.0,5.0,1.0,1,3,1
10484,10484,10484,10484,10484,5.0,4.0,37.0,2.7,-0.07,-0.47,1.0,3.0,1.0,1,2,1
10485,10485,10485,10485,10485,4.0,5.0,45.0,3.7,-0.2,-0.17,1.0,4.0,1.0,1,6,1
10486,10486,10486,10486,10486,4.0,6.0,40.0,3.3,-0.24,0.04,1.0,4.0,0.0,1,3,1
10487,10487,10487,10487,10487,7.0,4.0,44.0,3.7,0.54,-0.35,1.0,4.0,0.0,1,6,1
10488,10488,10488,10488,10488,6.0,8.0,35.0,4.0,0.28,0.81,1.0,2.0,1.0,1,4,1
10489,10489,10489,10489,10489,6.0,8.0,39.0,2.9,0.17,0.57,1.0,4.0,0.0,1,3,1
10490,10490,10490,10490,10490,1.0,1.0,26.0,3.1,-1.53,-1.96,1.0,2.0,1.0,1,4,1
10491,10491,10491,10491,10491,9.0,9.0,40.0,3.6,1.19,1.15,1.0,4.0,0.0,1,3,1
10492,10492,10492,10492,10492,2.0,4.0,36.5,3.1,-0.74,-0.35,1.0,5.0,0.0,1,4,1
10493,10493,10493,10493,10493,10.0,8.0,39.0,2.5,1.4,0.81,1.0,4.0,1.0,1,1,1
10494,10494,10494,10494,10494,5.0,4.0,39.0,3.3,-0.14,-0.35,1.0,2.0,1.0,1,4,1
10495,10495,10495,10495,10495,1.0,1.0,45.0,3.7,-1.29,-1.46,1.0,4.0,1.0,1,4,1
10496,10496,10496,10496,10496,4.0,7.0,29.0,3.1,-0.25,0.36,1.0,4.0,0.0,1,3,1
10497,10497,10497,10497,10497,4.0,5.0,32.0,3.0,-0.38,-0.19,1.0,3.0,1.0,1,4,1
10498,10498,10498,10498,10498,8.0,7.0,33.0,2.2,0.68,0.38,1.0,4.0,1.0,1,3,1
10499,10499,10499,10499,10499,1.0,1.0,38.0,3.4,-1.48,-1.81,1.0,3.0,1.0,1,3,1
10500,10500,10500,10500,10500,9.0,9.0,41.0,3.7,1.09,1.16,1.0,3.0,1.0,1,4,1
10501,10501,10501,10501,10501,9.0,9.0,34.0,3.5,1.06,1.28,1.0,3.0,0.0,1,3,1
10502,10502,10502,10502,10502,4.0,8.0,41.0,3.5,-0.17,0.65,1.0,3.0,1.0,1,4,1
10503,10503,10503,10503,10503,3.0,3.0,36.0,3.3,-0.51,-0.81,1.0,3.0,1.0,1,4,1
10504,10504,10504,10504,10504,10.0,10.0,37.0,3.5,1.36,1.3,1.0,4.0,0.0,1,5,1
10505,10505,10505,10505,10505,8.0,6.0,36.0,2.7,0.78,0.04,1.0,4.0,1.0,1,5,1
10506,10506,10506,10506,10506,8.0,5.0,42.0,2.4,0.79,0.0,1.0,5.0,1.0,1,5,1
10507,10507,10507,10507,10507,2.0,3.0,38.0,3.7,-1.06,-0.81,1.0,3.0,1.0,1,4,1
10508,10508,10508,10508,10508,9.0,10.0,35.0,3.5,1.0,1.55,1.0,3.0,0.0,1,2,1
10509,10509,10509,10509,10509,1.0,3.0,37.0,3.8,-1.18,-0.65,1.0,3.0,0.0,1,3,1
10510,10510,10510,10510,10510,4.0,4.0,38.0,3.6,-0.44,-0.38,1.0,4.0,0.0,1,5,1
10511,10511,10511,10511,10511,2.0,1.0,40.0,3.1,-1.14,-1.4,1.0,4.0,1.0,1,4,1
10512,10512,10512,10512,10512,7.0,8.0,32.0,3.2,0.52,0.59,1.0,3.0,0.0,1,2,1
10513,10513,10513,10513,10513,5.0,7.0,33.0,3.9,0.06,0.4,1.0,2.0,0.0,1,4,1
10514,10514,10514,10514,10514,7.0,8.0,41.0,3.8,0.51,0.59,1.0,4.0,1.0,1,6,1
10515,10515,10515,10515,10515,2.0,2.0,28.3,2.8,-0.93,-0.92,1.0,3.0,1.0,1,3,1
10516,10516,10516,10516,10516,10.0,10.0,43.0,3.4,2.11,1.96,1.0,3.0,0.0,1,4,1
10517,10517,10517,10517,10517,5.0,8.0,35.5,3.3,0.08,0.58,1.0,3.0,0.0,1,4,1
10518,10518,10518,10518,10518,2.0,1.0,38.5,3.4,-0.97,-1.55,1.0,4.0,0.0,1,5,1
10519,10519,10519,10519,10519,4.0,6.0,42.0,2.9,-0.16,0.11,1.0,3.0,0.0,1,4,1
10520,10520,10520,10520,10520,9.0,10.0,33.0,3.1,1.21,2.11,1.0,4.0,1.0,1,3,1
10521,10521,10521,10521,10521,3.0,3.0,44.0,3.7,-0.66,-0.71,1.0,4.0,0.0,1,6,1
10522,10522,10522,10522,10522,8.0,9.0,38.0,3.1,0.67,1.22,1.0,4.0,1.0,1,3,1
10523,10523,10523,10523,10523,6.0,5.0,37.0,3.6,0.29,-0.1,1.0,3.0,1.0,1,4,1
