Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,parents,has_nurs,form,children,housing,finance,social,health,class
6767,6767,6767,6767,6767,6767,pretentious,improper,foster,2,convenient,inconv,problematic,not_recom,not_recommend
6768,6768,6768,6768,6768,6768,pretentious,improper,foster,2,less_conv,convenient,nonprob,recommended,recommend
6769,6769,6769,6769,6769,6769,pretentious,improper,foster,2,less_conv,convenient,nonprob,priority,recommend
6770,6770,6770,6770,6770,6770,pretentious,improper,foster,2,less_conv,convenient,nonprob,not_recom,not_recommend
6771,6771,6771,6771,6771,6771,pretentious,improper,foster,2,less_conv,convenient,slightly_prob,recommended,recommend
6772,6772,6772,6772,6772,6772,pretentious,improper,foster,2,less_conv,convenient,slightly_prob,priority,recommend
6773,6773,6773,6773,6773,6773,pretentious,improper,foster,2,less_conv,convenient,slightly_prob,not_recom,not_recommend
6774,6774,6774,6774,6774,6774,pretentious,improper,foster,2,less_conv,convenient,problematic,recommended,recommend
6775,6775,6775,6775,6775,6775,pretentious,improper,foster,2,less_conv,convenient,problematic,priority,recommend
6776,6776,6776,6776,6776,6776,pretentious,improper,foster,2,less_conv,convenient,problematic,not_recom,not_recommend
6777,6777,6777,6777,6777,6777,pretentious,improper,foster,2,less_conv,inconv,nonprob,recommended,recommend
6778,6778,6778,6778,6778,6778,pretentious,improper,foster,2,less_conv,inconv,nonprob,priority,recommend
6779,6779,6779,6779,6779,6779,pretentious,improper,foster,2,less_conv,inconv,nonprob,not_recom,not_recommend
6780,6780,6780,6780,6780,6780,pretentious,improper,foster,2,less_conv,inconv,slightly_prob,recommended,recommend
6781,6781,6781,6781,6781,6781,pretentious,improper,foster,2,less_conv,inconv,slightly_prob,priority,recommend
6782,6782,6782,6782,6782,6782,pretentious,improper,foster,2,less_conv,inconv,slightly_prob,not_recom,not_recommend
6783,6783,6783,6783,6783,6783,pretentious,improper,foster,2,less_conv,inconv,problematic,recommended,recommend
6784,6784,6784,6784,6784,6784,pretentious,improper,foster,2,less_conv,inconv,problematic,priority,recommend
6785,6785,6785,6785,6785,6785,pretentious,improper,foster,2,less_conv,inconv,problematic,not_recom,not_recommend
6786,6786,6786,6786,6786,6786,pretentious,improper,foster,2,critical,convenient,nonprob,recommended,recommend
6787,6787,6787,6787,6787,6787,pretentious,improper,foster,2,critical,convenient,nonprob,priority,recommend
6788,6788,6788,6788,6788,6788,pretentious,improper,foster,2,critical,convenient,nonprob,not_recom,not_recommend
6789,6789,6789,6789,6789,6789,pretentious,improper,foster,2,critical,convenient,slightly_prob,recommended,recommend
6790,6790,6790,6790,6790,6790,pretentious,improper,foster,2,critical,convenient,slightly_prob,priority,recommend
6791,6791,6791,6791,6791,6791,pretentious,improper,foster,2,critical,convenient,slightly_prob,not_recom,not_recommend
6792,6792,6792,6792,6792,6792,pretentious,improper,foster,2,critical,convenient,problematic,recommended,recommend
6793,6793,6793,6793,6793,6793,pretentious,improper,foster,2,critical,convenient,problematic,priority,recommend
6794,6794,6794,6794,6794,6794,pretentious,improper,foster,2,critical,convenient,problematic,not_recom,not_recommend
6795,6795,6795,6795,6795,6795,pretentious,improper,foster,2,critical,inconv,nonprob,recommended,recommend
6796,6796,6796,6796,6796,6796,pretentious,improper,foster,2,critical,inconv,nonprob,priority,recommend
6797,6797,6797,6797,6797,6797,pretentious,improper,foster,2,critical,inconv,nonprob,not_recom,not_recommend
6798,6798,6798,6798,6798,6798,pretentious,improper,foster,2,critical,inconv,slightly_prob,recommended,recommend
6799,6799,6799,6799,6799,6799,pretentious,improper,foster,2,critical,inconv,slightly_prob,priority,recommend
6800,6800,6800,6800,6800,6800,pretentious,improper,foster,2,critical,inconv,slightly_prob,not_recom,not_recommend
6801,6801,6801,6801,6801,6801,pretentious,improper,foster,2,critical,inconv,problematic,recommended,recommend
6802,6802,6802,6802,6802,6802,pretentious,improper,foster,2,critical,inconv,problematic,priority,recommend
6803,6803,6803,6803,6803,6803,pretentious,improper,foster,2,critical,inconv,problematic,not_recom,not_recommend
6804,6804,6804,6804,6804,6804,pretentious,improper,foster,3,convenient,convenient,nonprob,recommended,recommend
6805,6805,6805,6805,6805,6805,pretentious,improper,foster,3,convenient,convenient,nonprob,priority,recommend
6806,6806,6806,6806,6806,6806,pretentious,improper,foster,3,convenient,convenient,nonprob,not_recom,not_recommend
6807,6807,6807,6807,6807,6807,pretentious,improper,foster,3,convenient,convenient,slightly_prob,recommended,recommend
6808,6808,6808,6808,6808,6808,pretentious,improper,foster,3,convenient,convenient,slightly_prob,priority,recommend
6809,6809,6809,6809,6809,6809,pretentious,improper,foster,3,convenient,convenient,slightly_prob,not_recom,not_recommend
6810,6810,6810,6810,6810,6810,pretentious,improper,foster,3,convenient,convenient,problematic,recommended,recommend
6811,6811,6811,6811,6811,6811,pretentious,improper,foster,3,convenient,convenient,problematic,priority,recommend
6812,6812,6812,6812,6812,6812,pretentious,improper,foster,3,convenient,convenient,problematic,not_recom,not_recommend
6813,6813,6813,6813,6813,6813,pretentious,improper,foster,3,convenient,inconv,nonprob,recommended,recommend
6814,6814,6814,6814,6814,6814,pretentious,improper,foster,3,convenient,inconv,nonprob,priority,recommend
6815,6815,6815,6815,6815,6815,pretentious,improper,foster,3,convenient,inconv,nonprob,not_recom,not_recommend
6816,6816,6816,6816,6816,6816,pretentious,improper,foster,3,convenient,inconv,slightly_prob,recommended,recommend
6817,6817,6817,6817,6817,6817,pretentious,improper,foster,3,convenient,inconv,slightly_prob,priority,recommend
6818,6818,6818,6818,6818,6818,pretentious,improper,foster,3,convenient,inconv,slightly_prob,not_recom,not_recommend
6819,6819,6819,6819,6819,6819,pretentious,improper,foster,3,convenient,inconv,problematic,recommended,recommend
6820,6820,6820,6820,6820,6820,pretentious,improper,foster,3,convenient,inconv,problematic,priority,recommend
6821,6821,6821,6821,6821,6821,pretentious,improper,foster,3,convenient,inconv,problematic,not_recom,not_recommend
6822,6822,6822,6822,6822,6822,pretentious,improper,foster,3,less_conv,convenient,nonprob,recommended,recommend
6823,6823,6823,6823,6823,6823,pretentious,improper,foster,3,less_conv,convenient,nonprob,priority,recommend
6824,6824,6824,6824,6824,6824,pretentious,improper,foster,3,less_conv,convenient,nonprob,not_recom,not_recommend
6825,6825,6825,6825,6825,6825,pretentious,improper,foster,3,less_conv,convenient,slightly_prob,recommended,recommend
6826,6826,6826,6826,6826,6826,pretentious,improper,foster,3,less_conv,convenient,slightly_prob,priority,recommend
6827,6827,6827,6827,6827,6827,pretentious,improper,foster,3,less_conv,convenient,slightly_prob,not_recom,not_recommend
6828,6828,6828,6828,6828,6828,pretentious,improper,foster,3,less_conv,convenient,problematic,recommended,recommend
6829,6829,6829,6829,6829,6829,pretentious,improper,foster,3,less_conv,convenient,problematic,priority,recommend
6830,6830,6830,6830,6830,6830,pretentious,improper,foster,3,less_conv,convenient,problematic,not_recom,not_recommend
6831,6831,6831,6831,6831,6831,pretentious,improper,foster,3,less_conv,inconv,nonprob,recommended,recommend
6832,6832,6832,6832,6832,6832,pretentious,improper,foster,3,less_conv,inconv,nonprob,priority,recommend
6833,6833,6833,6833,6833,6833,pretentious,improper,foster,3,less_conv,inconv,nonprob,not_recom,not_recommend
6834,6834,6834,6834,6834,6834,pretentious,improper,foster,3,less_conv,inconv,slightly_prob,recommended,recommend
6835,6835,6835,6835,6835,6835,pretentious,improper,foster,3,less_conv,inconv,slightly_prob,priority,recommend
6836,6836,6836,6836,6836,6836,pretentious,improper,foster,3,less_conv,inconv,slightly_prob,not_recom,not_recommend
6837,6837,6837,6837,6837,6837,pretentious,improper,foster,3,less_conv,inconv,problematic,recommended,recommend
6838,6838,6838,6838,6838,6838,pretentious,improper,foster,3,less_conv,inconv,problematic,priority,recommend
6839,6839,6839,6839,6839,6839,pretentious,improper,foster,3,less_conv,inconv,problematic,not_recom,not_recommend
6840,6840,6840,6840,6840,6840,pretentious,improper,foster,3,critical,convenient,nonprob,recommended,recommend
6841,6841,6841,6841,6841,6841,pretentious,improper,foster,3,critical,convenient,nonprob,priority,recommend
6842,6842,6842,6842,6842,6842,pretentious,improper,foster,3,critical,convenient,nonprob,not_recom,not_recommend
6843,6843,6843,6843,6843,6843,pretentious,improper,foster,3,critical,convenient,slightly_prob,recommended,recommend
6844,6844,6844,6844,6844,6844,pretentious,improper,foster,3,critical,convenient,slightly_prob,priority,recommend
6845,6845,6845,6845,6845,6845,pretentious,improper,foster,3,critical,convenient,slightly_prob,not_recom,not_recommend
6846,6846,6846,6846,6846,6846,pretentious,improper,foster,3,critical,convenient,problematic,recommended,recommend
6847,6847,6847,6847,6847,6847,pretentious,improper,foster,3,critical,convenient,problematic,priority,recommend
6848,6848,6848,6848,6848,6848,pretentious,improper,foster,3,critical,convenient,problematic,not_recom,not_recommend
6849,6849,6849,6849,6849,6849,pretentious,improper,foster,3,critical,inconv,nonprob,recommended,recommend
6850,6850,6850,6850,6850,6850,pretentious,improper,foster,3,critical,inconv,nonprob,priority,recommend
6851,6851,6851,6851,6851,6851,pretentious,improper,foster,3,critical,inconv,nonprob,not_recom,not_recommend
6852,6852,6852,6852,6852,6852,pretentious,improper,foster,3,critical,inconv,slightly_prob,recommended,recommend
6853,6853,6853,6853,6853,6853,pretentious,improper,foster,3,critical,inconv,slightly_prob,priority,recommend
6854,6854,6854,6854,6854,6854,pretentious,improper,foster,3,critical,inconv,slightly_prob,not_recom,not_recommend
6855,6855,6855,6855,6855,6855,pretentious,improper,foster,3,critical,inconv,problematic,recommended,recommend
6856,6856,6856,6856,6856,6856,pretentious,improper,foster,3,critical,inconv,problematic,priority,recommend
6857,6857,6857,6857,6857,6857,pretentious,improper,foster,3,critical,inconv,problematic,not_recom,not_recommend
6858,6858,6858,6858,6858,6858,pretentious,improper,foster,more,convenient,convenient,nonprob,recommended,recommend
6859,6859,6859,6859,6859,6859,pretentious,improper,foster,more,convenient,convenient,nonprob,priority,recommend
6860,6860,6860,6860,6860,6860,pretentious,improper,foster,more,convenient,convenient,nonprob,not_recom,not_recommend
6861,6861,6861,6861,6861,6861,pretentious,improper,foster,more,convenient,convenient,slightly_prob,recommended,recommend
6862,6862,6862,6862,6862,6862,pretentious,improper,foster,more,convenient,convenient,slightly_prob,priority,recommend
6863,6863,6863,6863,6863,6863,pretentious,improper,foster,more,convenient,convenient,slightly_prob,not_recom,not_recommend
6864,6864,6864,6864,6864,6864,pretentious,improper,foster,more,convenient,convenient,problematic,recommended,recommend
6865,6865,6865,6865,6865,6865,pretentious,improper,foster,more,convenient,convenient,problematic,priority,recommend
6866,6866,6866,6866,6866,6866,pretentious,improper,foster,more,convenient,convenient,problematic,not_recom,not_recommend
6867,6867,6867,6867,6867,6867,pretentious,improper,foster,more,convenient,inconv,nonprob,recommended,recommend
6868,6868,6868,6868,6868,6868,pretentious,improper,foster,more,convenient,inconv,nonprob,priority,recommend
6869,6869,6869,6869,6869,6869,pretentious,improper,foster,more,convenient,inconv,nonprob,not_recom,not_recommend
6870,6870,6870,6870,6870,6870,pretentious,improper,foster,more,convenient,inconv,slightly_prob,recommended,recommend
6871,6871,6871,6871,6871,6871,pretentious,improper,foster,more,convenient,inconv,slightly_prob,priority,recommend
6872,6872,6872,6872,6872,6872,pretentious,improper,foster,more,convenient,inconv,slightly_prob,not_recom,not_recommend
6873,6873,6873,6873,6873,6873,pretentious,improper,foster,more,convenient,inconv,problematic,recommended,recommend
6874,6874,6874,6874,6874,6874,pretentious,improper,foster,more,convenient,inconv,problematic,priority,recommend
6875,6875,6875,6875,6875,6875,pretentious,improper,foster,more,convenient,inconv,problematic,not_recom,not_recommend
6876,6876,6876,6876,6876,6876,pretentious,improper,foster,more,less_conv,convenient,nonprob,recommended,recommend
6877,6877,6877,6877,6877,6877,pretentious,improper,foster,more,less_conv,convenient,nonprob,priority,recommend
6878,6878,6878,6878,6878,6878,pretentious,improper,foster,more,less_conv,convenient,nonprob,not_recom,not_recommend
6879,6879,6879,6879,6879,6879,pretentious,improper,foster,more,less_conv,convenient,slightly_prob,recommended,recommend
6880,6880,6880,6880,6880,6880,pretentious,improper,foster,more,less_conv,convenient,slightly_prob,priority,recommend
6881,6881,6881,6881,6881,6881,pretentious,improper,foster,more,less_conv,convenient,slightly_prob,not_recom,not_recommend
6882,6882,6882,6882,6882,6882,pretentious,improper,foster,more,less_conv,convenient,problematic,recommended,recommend
6883,6883,6883,6883,6883,6883,pretentious,improper,foster,more,less_conv,convenient,problematic,priority,recommend
6884,6884,6884,6884,6884,6884,pretentious,improper,foster,more,less_conv,convenient,problematic,not_recom,not_recommend
6885,6885,6885,6885,6885,6885,pretentious,improper,foster,more,less_conv,inconv,nonprob,recommended,recommend
6886,6886,6886,6886,6886,6886,pretentious,improper,foster,more,less_conv,inconv,nonprob,priority,recommend
6887,6887,6887,6887,6887,6887,pretentious,improper,foster,more,less_conv,inconv,nonprob,not_recom,not_recommend
6888,6888,6888,6888,6888,6888,pretentious,improper,foster,more,less_conv,inconv,slightly_prob,recommended,recommend
6889,6889,6889,6889,6889,6889,pretentious,improper,foster,more,less_conv,inconv,slightly_prob,priority,recommend
6890,6890,6890,6890,6890,6890,pretentious,improper,foster,more,less_conv,inconv,slightly_prob,not_recom,not_recommend
6891,6891,6891,6891,6891,6891,pretentious,improper,foster,more,less_conv,inconv,problematic,recommended,recommend
6892,6892,6892,6892,6892,6892,pretentious,improper,foster,more,less_conv,inconv,problematic,priority,recommend
6893,6893,6893,6893,6893,6893,pretentious,improper,foster,more,less_conv,inconv,problematic,not_recom,not_recommend
6894,6894,6894,6894,6894,6894,pretentious,improper,foster,more,critical,convenient,nonprob,recommended,recommend
6895,6895,6895,6895,6895,6895,pretentious,improper,foster,more,critical,convenient,nonprob,priority,recommend
6896,6896,6896,6896,6896,6896,pretentious,improper,foster,more,critical,convenient,nonprob,not_recom,not_recommend
6897,6897,6897,6897,6897,6897,pretentious,improper,foster,more,critical,convenient,slightly_prob,recommended,recommend
6898,6898,6898,6898,6898,6898,pretentious,improper,foster,more,critical,convenient,slightly_prob,priority,recommend
6899,6899,6899,6899,6899,6899,pretentious,improper,foster,more,critical,convenient,slightly_prob,not_recom,not_recommend
6900,6900,6900,6900,6900,6900,pretentious,improper,foster,more,critical,convenient,problematic,recommended,recommend
6901,6901,6901,6901,6901,6901,pretentious,improper,foster,more,critical,convenient,problematic,priority,recommend
6902,6902,6902,6902,6902,6902,pretentious,improper,foster,more,critical,convenient,problematic,not_recom,not_recommend
6903,6903,6903,6903,6903,6903,pretentious,improper,foster,more,critical,inconv,nonprob,recommended,recommend
6904,6904,6904,6904,6904,6904,pretentious,improper,foster,more,critical,inconv,nonprob,priority,recommend
6905,6905,6905,6905,6905,6905,pretentious,improper,foster,more,critical,inconv,nonprob,not_recom,not_recommend
6906,6906,6906,6906,6906,6906,pretentious,improper,foster,more,critical,inconv,slightly_prob,recommended,recommend
6907,6907,6907,6907,6907,6907,pretentious,improper,foster,more,critical,inconv,slightly_prob,priority,recommend
6908,6908,6908,6908,6908,6908,pretentious,improper,foster,more,critical,inconv,slightly_prob,not_recom,not_recommend
6909,6909,6909,6909,6909,6909,pretentious,improper,foster,more,critical,inconv,problematic,recommended,recommend
6910,6910,6910,6910,6910,6910,pretentious,improper,foster,more,critical,inconv,problematic,priority,recommend
6911,6911,6911,6911,6911,6911,pretentious,improper,foster,more,critical,inconv,problematic,not_recom,not_recommend
6912,6912,6912,6912,6912,6912,pretentious,critical,complete,1,convenient,convenient,nonprob,recommended,recommend
6913,6913,6913,6913,6913,6913,pretentious,critical,complete,1,convenient,convenient,nonprob,priority,recommend
6914,6914,6914,6914,6914,6914,pretentious,critical,complete,1,convenient,convenient,nonprob,not_recom,not_recommend
6915,6915,6915,6915,6915,6915,pretentious,critical,complete,1,convenient,convenient,slightly_prob,recommended,recommend
6916,6916,6916,6916,6916,6916,pretentious,critical,complete,1,convenient,convenient,slightly_prob,priority,recommend
6917,6917,6917,6917,6917,6917,pretentious,critical,complete,1,convenient,convenient,slightly_prob,not_recom,not_recommend
6918,6918,6918,6918,6918,6918,pretentious,critical,complete,1,convenient,convenient,problematic,recommended,recommend
6919,6919,6919,6919,6919,6919,pretentious,critical,complete,1,convenient,convenient,problematic,priority,recommend
6920,6920,6920,6920,6920,6920,pretentious,critical,complete,1,convenient,convenient,problematic,not_recom,not_recommend
6921,6921,6921,6921,6921,6921,pretentious,critical,complete,1,convenient,inconv,nonprob,recommended,recommend
6922,6922,6922,6922,6922,6922,pretentious,critical,complete,1,convenient,inconv,nonprob,priority,recommend
6923,6923,6923,6923,6923,6923,pretentious,critical,complete,1,convenient,inconv,nonprob,not_recom,not_recommend
6924,6924,6924,6924,6924,6924,pretentious,critical,complete,1,convenient,inconv,slightly_prob,recommended,recommend
6925,6925,6925,6925,6925,6925,pretentious,critical,complete,1,convenient,inconv,slightly_prob,priority,recommend
6926,6926,6926,6926,6926,6926,pretentious,critical,complete,1,convenient,inconv,slightly_prob,not_recom,not_recommend
6927,6927,6927,6927,6927,6927,pretentious,critical,complete,1,convenient,inconv,problematic,recommended,recommend
6928,6928,6928,6928,6928,6928,pretentious,critical,complete,1,convenient,inconv,problematic,priority,recommend
6929,6929,6929,6929,6929,6929,pretentious,critical,complete,1,convenient,inconv,problematic,not_recom,not_recommend
6930,6930,6930,6930,6930,6930,pretentious,critical,complete,1,less_conv,convenient,nonprob,recommended,recommend
6931,6931,6931,6931,6931,6931,pretentious,critical,complete,1,less_conv,convenient,nonprob,priority,recommend
6932,6932,6932,6932,6932,6932,pretentious,critical,complete,1,less_conv,convenient,nonprob,not_recom,not_recommend
6933,6933,6933,6933,6933,6933,pretentious,critical,complete,1,less_conv,convenient,slightly_prob,recommended,recommend
6934,6934,6934,6934,6934,6934,pretentious,critical,complete,1,less_conv,convenient,slightly_prob,priority,recommend
6935,6935,6935,6935,6935,6935,pretentious,critical,complete,1,less_conv,convenient,slightly_prob,not_recom,not_recommend
6936,6936,6936,6936,6936,6936,pretentious,critical,complete,1,less_conv,convenient,problematic,recommended,recommend
6937,6937,6937,6937,6937,6937,pretentious,critical,complete,1,less_conv,convenient,problematic,priority,recommend
6938,6938,6938,6938,6938,6938,pretentious,critical,complete,1,less_conv,convenient,problematic,not_recom,not_recommend
6939,6939,6939,6939,6939,6939,pretentious,critical,complete,1,less_conv,inconv,nonprob,recommended,recommend
6940,6940,6940,6940,6940,6940,pretentious,critical,complete,1,less_conv,inconv,nonprob,priority,recommend
6941,6941,6941,6941,6941,6941,pretentious,critical,complete,1,less_conv,inconv,nonprob,not_recom,not_recommend
6942,6942,6942,6942,6942,6942,pretentious,critical,complete,1,less_conv,inconv,slightly_prob,recommended,recommend
6943,6943,6943,6943,6943,6943,pretentious,critical,complete,1,less_conv,inconv,slightly_prob,priority,recommend
6944,6944,6944,6944,6944,6944,pretentious,critical,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recommend
6945,6945,6945,6945,6945,6945,pretentious,critical,complete,1,less_conv,inconv,problematic,recommended,recommend
6946,6946,6946,6946,6946,6946,pretentious,critical,complete,1,less_conv,inconv,problematic,priority,recommend
6947,6947,6947,6947,6947,6947,pretentious,critical,complete,1,less_conv,inconv,problematic,not_recom,not_recommend
6948,6948,6948,6948,6948,6948,pretentious,critical,complete,1,critical,convenient,nonprob,recommended,recommend
6949,6949,6949,6949,6949,6949,pretentious,critical,complete,1,critical,convenient,nonprob,priority,recommend
6950,6950,6950,6950,6950,6950,pretentious,critical,complete,1,critical,convenient,nonprob,not_recom,not_recommend
6951,6951,6951,6951,6951,6951,pretentious,critical,complete,1,critical,convenient,slightly_prob,recommended,recommend
6952,6952,6952,6952,6952,6952,pretentious,critical,complete,1,critical,convenient,slightly_prob,priority,recommend
6953,6953,6953,6953,6953,6953,pretentious,critical,complete,1,critical,convenient,slightly_prob,not_recom,not_recommend
6954,6954,6954,6954,6954,6954,pretentious,critical,complete,1,critical,convenient,problematic,recommended,recommend
6955,6955,6955,6955,6955,6955,pretentious,critical,complete,1,critical,convenient,problematic,priority,recommend
6956,6956,6956,6956,6956,6956,pretentious,critical,complete,1,critical,convenient,problematic,not_recom,not_recommend
6957,6957,6957,6957,6957,6957,pretentious,critical,complete,1,critical,inconv,nonprob,recommended,recommend
6958,6958,6958,6958,6958,6958,pretentious,critical,complete,1,critical,inconv,nonprob,priority,recommend
6959,6959,6959,6959,6959,6959,pretentious,critical,complete,1,critical,inconv,nonprob,not_recom,not_recommend
6960,6960,6960,6960,6960,6960,pretentious,critical,complete,1,critical,inconv,slightly_prob,recommended,recommend
6961,6961,6961,6961,6961,6961,pretentious,critical,complete,1,critical,inconv,slightly_prob,priority,recommend
6962,6962,6962,6962,6962,6962,pretentious,critical,complete,1,critical,inconv,slightly_prob,not_recom,not_recommend
6963,6963,6963,6963,6963,6963,pretentious,critical,complete,1,critical,inconv,problematic,recommended,recommend
6964,6964,6964,6964,6964,6964,pretentious,critical,complete,1,critical,inconv,problematic,priority,recommend
6965,6965,6965,6965,6965,6965,pretentious,critical,complete,1,critical,inconv,problematic,not_recom,not_recommend
6966,6966,6966,6966,6966,6966,pretentious,critical,complete,2,convenient,convenient,nonprob,recommended,recommend
6967,6967,6967,6967,6967,6967,pretentious,critical,complete,2,convenient,convenient,nonprob,priority,recommend
6968,6968,6968,6968,6968,6968,pretentious,critical,complete,2,convenient,convenient,nonprob,not_recom,not_recommend
6969,6969,6969,6969,6969,6969,pretentious,critical,complete,2,convenient,convenient,slightly_prob,recommended,recommend
6970,6970,6970,6970,6970,6970,pretentious,critical,complete,2,convenient,convenient,slightly_prob,priority,recommend
6971,6971,6971,6971,6971,6971,pretentious,critical,complete,2,convenient,convenient,slightly_prob,not_recom,not_recommend
6972,6972,6972,6972,6972,6972,pretentious,critical,complete,2,convenient,convenient,problematic,recommended,recommend
6973,6973,6973,6973,6973,6973,pretentious,critical,complete,2,convenient,convenient,problematic,priority,recommend
6974,6974,6974,6974,6974,6974,pretentious,critical,complete,2,convenient,convenient,problematic,not_recom,not_recommend
6975,6975,6975,6975,6975,6975,pretentious,critical,complete,2,convenient,inconv,nonprob,recommended,recommend
6976,6976,6976,6976,6976,6976,pretentious,critical,complete,2,convenient,inconv,nonprob,priority,recommend
6977,6977,6977,6977,6977,6977,pretentious,critical,complete,2,convenient,inconv,nonprob,not_recom,not_recommend
6978,6978,6978,6978,6978,6978,pretentious,critical,complete,2,convenient,inconv,slightly_prob,recommended,recommend
6979,6979,6979,6979,6979,6979,pretentious,critical,complete,2,convenient,inconv,slightly_prob,priority,recommend
6980,6980,6980,6980,6980,6980,pretentious,critical,complete,2,convenient,inconv,slightly_prob,not_recom,not_recommend
6981,6981,6981,6981,6981,6981,pretentious,critical,complete,2,convenient,inconv,problematic,recommended,recommend
6982,6982,6982,6982,6982,6982,pretentious,critical,complete,2,convenient,inconv,problematic,priority,recommend
6983,6983,6983,6983,6983,6983,pretentious,critical,complete,2,convenient,inconv,problematic,not_recom,not_recommend
6984,6984,6984,6984,6984,6984,pretentious,critical,complete,2,less_conv,convenient,nonprob,recommended,recommend
6985,6985,6985,6985,6985,6985,pretentious,critical,complete,2,less_conv,convenient,nonprob,priority,recommend
6986,6986,6986,6986,6986,6986,pretentious,critical,complete,2,less_conv,convenient,nonprob,not_recom,not_recommend
6987,6987,6987,6987,6987,6987,pretentious,critical,complete,2,less_conv,convenient,slightly_prob,recommended,recommend
6988,6988,6988,6988,6988,6988,pretentious,critical,complete,2,less_conv,convenient,slightly_prob,priority,recommend
6989,6989,6989,6989,6989,6989,pretentious,critical,complete,2,less_conv,convenient,slightly_prob,not_recom,not_recommend
6990,6990,6990,6990,6990,6990,pretentious,critical,complete,2,less_conv,convenient,problematic,recommended,recommend
6991,6991,6991,6991,6991,6991,pretentious,critical,complete,2,less_conv,convenient,problematic,priority,recommend
6992,6992,6992,6992,6992,6992,pretentious,critical,complete,2,less_conv,convenient,problematic,not_recom,not_recommend
6993,6993,6993,6993,6993,6993,pretentious,critical,complete,2,less_conv,inconv,nonprob,recommended,recommend
6994,6994,6994,6994,6994,6994,pretentious,critical,complete,2,less_conv,inconv,nonprob,priority,recommend
6995,6995,6995,6995,6995,6995,pretentious,critical,complete,2,less_conv,inconv,nonprob,not_recom,not_recommend
6996,6996,6996,6996,6996,6996,pretentious,critical,complete,2,less_conv,inconv,slightly_prob,recommended,recommend
6997,6997,6997,6997,6997,6997,pretentious,critical,complete,2,less_conv,inconv,slightly_prob,priority,recommend
6998,6998,6998,6998,6998,6998,pretentious,critical,complete,2,less_conv,inconv,slightly_prob,not_recom,not_recommend
6999,6999,6999,6999,6999,6999,pretentious,critical,complete,2,less_conv,inconv,problematic,recommended,recommend
7000,7000,7000,7000,7000,7000,pretentious,critical,complete,2,less_conv,inconv,problematic,priority,recommend
7001,7001,7001,7001,7001,7001,pretentious,critical,complete,2,less_conv,inconv,problematic,not_recom,not_recommend
7002,7002,7002,7002,7002,7002,pretentious,critical,complete,2,critical,convenient,nonprob,recommended,recommend
7003,7003,7003,7003,7003,7003,pretentious,critical,complete,2,critical,convenient,nonprob,priority,recommend
7004,7004,7004,7004,7004,7004,pretentious,critical,complete,2,critical,convenient,nonprob,not_recom,not_recommend
7005,7005,7005,7005,7005,7005,pretentious,critical,complete,2,critical,convenient,slightly_prob,recommended,recommend
7006,7006,7006,7006,7006,7006,pretentious,critical,complete,2,critical,convenient,slightly_prob,priority,recommend
7007,7007,7007,7007,7007,7007,pretentious,critical,complete,2,critical,convenient,slightly_prob,not_recom,not_recommend
7008,7008,7008,7008,7008,7008,pretentious,critical,complete,2,critical,convenient,problematic,recommended,recommend
7009,7009,7009,7009,7009,7009,pretentious,critical,complete,2,critical,convenient,problematic,priority,recommend
7010,7010,7010,7010,7010,7010,pretentious,critical,complete,2,critical,convenient,problematic,not_recom,not_recommend
7011,7011,7011,7011,7011,7011,pretentious,critical,complete,2,critical,inconv,nonprob,recommended,recommend
7012,7012,7012,7012,7012,7012,pretentious,critical,complete,2,critical,inconv,nonprob,priority,recommend
7013,7013,7013,7013,7013,7013,pretentious,critical,complete,2,critical,inconv,nonprob,not_recom,not_recommend
7014,7014,7014,7014,7014,7014,pretentious,critical,complete,2,critical,inconv,slightly_prob,recommended,recommend
7015,7015,7015,7015,7015,7015,pretentious,critical,complete,2,critical,inconv,slightly_prob,priority,recommend
7016,7016,7016,7016,7016,7016,pretentious,critical,complete,2,critical,inconv,slightly_prob,not_recom,not_recommend
7017,7017,7017,7017,7017,7017,pretentious,critical,complete,2,critical,inconv,problematic,recommended,recommend
7018,7018,7018,7018,7018,7018,pretentious,critical,complete,2,critical,inconv,problematic,priority,recommend
7019,7019,7019,7019,7019,7019,pretentious,critical,complete,2,critical,inconv,problematic,not_recom,not_recommend
7020,7020,7020,7020,7020,7020,pretentious,critical,complete,3,convenient,convenient,nonprob,recommended,recommend
7021,7021,7021,7021,7021,7021,pretentious,critical,complete,3,convenient,convenient,nonprob,priority,recommend
7022,7022,7022,7022,7022,7022,pretentious,critical,complete,3,convenient,convenient,nonprob,not_recom,not_recommend
7023,7023,7023,7023,7023,7023,pretentious,critical,complete,3,convenient,convenient,slightly_prob,recommended,recommend
7024,7024,7024,7024,7024,7024,pretentious,critical,complete,3,convenient,convenient,slightly_prob,priority,recommend
7025,7025,7025,7025,7025,7025,pretentious,critical,complete,3,convenient,convenient,slightly_prob,not_recom,not_recommend
7026,7026,7026,7026,7026,7026,pretentious,critical,complete,3,convenient,convenient,problematic,recommended,recommend
7027,7027,7027,7027,7027,7027,pretentious,critical,complete,3,convenient,convenient,problematic,priority,recommend
7028,7028,7028,7028,7028,7028,pretentious,critical,complete,3,convenient,convenient,problematic,not_recom,not_recommend
